"ID","Player","Team","Position","RkOv","Status","Opponent","Score","%D","ADP","Ros","+/-","GP","G","KP","SOT","TkW","DPt2","AP","Int","AER","CSD"
"*04tm0*","Lucas Digne","EVE","D,M","45","ADB","EVE 0<br/>@MCI 5 F","100","-","-","-","-","2","0","3","0","6","0","74","1","12","2"
"*0522t*","Anwar El Ghazi","AVL","M,F","116","FA","CHE 1<br/>@AVL 2 F","96.81","-","-","-","-","2","1","6","4","2","0","48","0","3","0"
"*03yeg*","Tosin Adarabioyo","MCI/FUL","D","63","MOV","NEW 2<br/>@FUL 0 F","96.8","-","-","-","-","2","0","1","2","3","0","153","3","9","1"
"*04aiz*","Wilfred Ndidi","LEI","D,M","68","BAR","TOT 4<br/>@LEI 2 F","93.87","-","-","-","-","2","0","5","0","5","0","98","5","5","0"
"*03srg*","Trent Alexander-Arnold","LIV","D","20","NIM","CRY 0<br/>@LIV 2 F","91.96","-","-","-","-","2","0","5","1","3","0","127","3","0","1"
"*045c8*","Gabriel Jesus","MCI","F","151","MOV","EVE 0<br/>@MCI 5 F","91.73","-","-","-","-","2","2","2","3","2","0","30","0","1","0"
"*05os8*","Joachim Andersen","FUL","D","109","SJB","NEW 2<br/>@FUL 0 F","91.12","-","-","-","-","2","0","1","2","1","0","142","4","6","1"
"*04jyc*","Davinson Sanchez","TOT","D","220","FA","TOT 4<br/>@LEI 2 F","90.82","-","-","-","-","2","0","0","0","3","0","99","2","11","2"
"*02vlk*","Cesar Azpilicueta","CHE","D,M","75","NOAD","CHE 1<br/>@AVL 2 F","89.82","-","-","-","-","2","0","3","1","1","0","137","1","4","2"
"*02t1b*","Kyle Bartley","WBA","D","123","FA","WBA 1<br/>@LEE 3 F","89.59","-","-","-","-","2","1","1","1","0","0","40","5","7","1"
"*02lol*","Harry Kane","TOT","F","4","SJB","TOT 4<br/>@LEI 2 F","89.47","-","-","-","-","2","1","3","4","1","0","49","0","4","0"
"*02oq6*","Luke Shaw","MUN","D","61","RED","MUN 2<br/>@WOL 1 F","89.38","-","-","-","-","2","0","5","0","2","0","90","2","2","2"
"*03dyp*","Riyad Mahrez","MCI","M,F","88","FUG","EVE 0<br/>@MCI 5 F","89.35","-","-","-","-","2","1","4","2","1","0","93","1","1","0"
"*0327r*","Michael Keane","EVE","D","32","RED","EVE 0<br/>@MCI 5 F","89.27","-","-","-","-","2","0","0","0","2","0","95","3","10","2"
"*03srm*","N'Golo Kante","CHE","M","166","FA","CHE 1<br/>@AVL 2 F","89.27","-","-","-","-","2","0","2","0","8","0","106","6","0","0"
"*052cd*","Mason Mount","CHE","M,F","22","PNP","CHE 1<br/>@AVL 2 F","86.76","-","-","-","-","2","1","4","1","2","0","73","2","0","0"
"*04io4*","Richarlison","EVE","M,F","101","BAR","EVE 0<br/>@MCI 5 F","86.71","-","-","-","-","2","2","0","2","2","0","22","1","3","0"
"*04yo7*","Youri Tielemans","LEI","M","25","BAR","TOT 4<br/>@LEI 2 F","86.71","-","-","-","-","2","1","3","2","3","1","81","1","3","0"
"*05omu*","Ruben Dias","MCI","D","67","PMP","EVE 0<br/>@MCI 5 F","86","-","-","-","-","2","1","0","1","0","0","177","2","6","0"
"*02lo3*","Gareth Bale","TOT","M,F","176","PNP","TOT 4<br/>@LEI 2 F","84.85","-","-","-","-","2","2","1","2","2","1","41","1","2","0"
"*04o82*","Curtis Jones","LIV","M","263","FA","CRY 0<br/>@LIV 2 F","84.59","-","-","-","-","2","1","2","3","0","0","68","2","0","0"
"*02oox*","Kevin De Bruyne","MCI","M","65","RED","EVE 0<br/>@MCI 5 F","84.16","-","-","-","-","2","0","3","2","4","0","118","1","1","0"
"*04lav*","Ethan Ampadu","SHU","D,M","137","FA","BUR 0<br/>@SHU 1 F","83.88","-","-","-","-","2","0","2","0","5","0","53","3","5","1"
"*04u6q*","Caglar Soyuncu","LEI","D","148","ADB","TOT 4<br/>@LEI 2 F","83.46","-","-","-","-","2","0","2","0","0","0","136","3","13","0"
"*04g1w*","Antonio Rudiger","CHE","D","105","BAR","CHE 1<br/>@AVL 2 F","83.34","-","-","-","-","2","0","0","0","3","0","107","3","1","2"
"*04qr6*","Ruben Neves","WOL","M","39","NIM","MUN 2<br/>@WOL 1 F","83.12","-","-","-","-","2","1","2","1","1","0","89","2","1","0"
"*030v5*","Andreas Christensen","CHE","D","233","FA","CHE 1<br/>@AVL 2 F","83.03","-","-","-","-","2","0","1","0","0","0","145","4","1","2"
"*0329y*","Joel Ward","CRY","D","182","FA","CRY 0<br/>@LIV 2 F","82.8","-","-","-","-","2","0","0","0","2","0","60","5","4","2"
"*03v6s*","Mason Holgate","EVE","D","175","FA","EVE 0<br/>@MCI 5 F","82.62","-","-","-","-","2","0","0","0","5","1","60","4","5","2"
"*037mt*","Harrison Reed","FUL","M","160","FA","NEW 2<br/>@FUL 0 F","82.57","-","-","-","-","2","0","2","0","5","1","123","5","4","0"
"*052ca*","Ezri Konsa","AVL","D","72","ADB","CHE 1<br/>@AVL 2 F","82.2","-","-","-","-","2","0","0","1","1","0","80","4","7","1"
"*03gu5*","Andrew Robertson","LIV","D","33","BAR","CRY 0<br/>@LIV 2 F","82.02","-","-","-","-","2","0","3","1","2","0","117","1","1","1"
"*05rak*","Ozan Kabak","LIV","D","324","FA","CRY 0<br/>@LIV 2 F","81.77","-","-","-","-","2","0","0","0","2","0","124","2","8","1"
"*04adp*","Aaron Wan-Bissaka","MUN","D,M","19","PMP","MUN 2<br/>@WOL 1 F","81.53","-","-","-","-","2","0","1","0","1","0","90","4","1","2"
"*02lnn*","Oliver Norwood","SHU","M","210","FA","BUR 0<br/>@SHU 1 F","80.96","-","-","-","-","2","0","3","0","3","0","82","5","2","0"
"*05ocl*","Ollie Watkins","AVL","F","21","MOV","CHE 1<br/>@AVL 2 F","80.96","-","-","-","-","2","0","5","2","3","0","36","0","7","0"
"*04gpx*","Dara O'Shea","WBA","D","181","FA","WBA 1<br/>@LEE 3 F","80.69","-","-","-","-","2","0","1","0","2","1","50","8","7","1"
"*03gu4*","Harry Maguire","MUN","D","47","RED","MUN 2<br/>@WOL 1 F","80.61","-","-","-","-","2","0","0","0","0","1","132","4","7","2"
"*02llp*","Patrick van Aanholt","CRY","D","213","FA","CRY 0<br/>@LIV 2 F","80.24","-","-","-","-","2","0","0","1","3","0","58","3","0","2"
"*03eki*","Cheikhou Kouyate","CRY","D,M","81","MOV","CRY 0<br/>@LIV 2 F","78.42","-","-","-","-","2","0","0","0","3","0","61","2","3","2"
"*03632*","Matej Vydra","BUR","F","271","FA","BUR 0<br/>@SHU 1 F","78.14","-","-","-","-","2","1","1","3","0","0","18","0","7","0"
"*04u6l*","Andre Gomes","EVE","M","279","FA","EVE 0<br/>@MCI 5 F","76.79","-","-","-","-","2","0","1","1","2","0","89","2","6","0"
"*05mxb*","Hakim Ziyech","CHE","M,F","257","MOV","CHE 1<br/>@AVL 2 F","76.31","-","-","-","-","2","0","5","3","1","0","38","1","1","0"
"*03rxi*","Georginio Wijnaldum","LIV","M","177","PNP","CRY 0<br/>@LIV 2 F","76.23","-","-","-","-","2","0","2","2","0","0","114","1","4","0"
"*051k0*","John McGinn","AVL","M","150","ADB","CHE 1<br/>@AVL 2 F","75.88","-","-","-","-","2","0","1","0","3","0","76","4","4","0"
"*02yl5*","John Stones","MCI","D","122","FUG","EVE 0<br/>@MCI 5 F","75.82","-","-","-","-","1","1","0","1","0","0","69","1","4","0"
"*03frx*","Ola Aina","FUL","D","100","FUG","NEW 2<br/>@FUL 0 F","75.77","-","-","-","-","2","0","2","0","2","0","76","2","2","1"
"*0427d*","James Tarkowski","BUR","D","40","SJB","BUR 0<br/>@SHU 1 F","75.7","-","-","-","-","2","0","1","1","2","0","56","2","9","0"
"*04ami*","Luka Milivojevic","CRY","M","205","FA","CRY 0<br/>@LIV 2 F","75.64","-","-","-","-","2","0","2","0","5","1","77","5","1","0"
"*02m6a*","Gary Cahill","CRY","D","232","FA","CRY 0<br/>@LIV 2 F","75.46","-","-","-","-","2","0","0","0","0","0","65","4","2","2"
"*03juz*","Toby Alderweireld","TOT","D","163","FA","TOT 4<br/>@LEI 2 F","75.38","-","-","-","-","2","0","0","0","1","0","95","1","2","2"
"*03rec*","Tyrone Mings","AVL","D","55","PNP","CHE 1<br/>@AVL 2 F","75.04","-","-","-","-","2","0","0","1","0","0","87","1","7","1"
"*03v9d*","Son Heung-Min","TOT","M,F","12","PNP","TOT 4<br/>@LEI 2 F","74.71","-","-","-","-","2","0","9","1","1","0","45","1","1","0"
"*05oh2*","Thiago Alcantara","LIV","M","139","PMP","CRY 0<br/>@LIV 2 F","74.51","-","-","-","-","2","0","3","0","3","0","121","0","2","0"
"*051ki*","Ben Godfrey","NOR/EVE","D,M","107","NOAD","EVE 0<br/>@MCI 5 F","74.36","-","-","-","-","2","0","0","0","0","0","95","0","5","2"
"*05gcr*","Bruno Fernandes","MUN","M","1","BAR","MUN 2<br/>@WOL 1 F","73.53","-","-","-","-","2","0","5","0","2","0","82","1","0","0"
"*04mqz*","Lucas Moura","TOT","M,F","240","FA","TOT 4<br/>@LEI 2 F","73.46","-","-","-","-","2","1","0","2","1","0","37","1","1","0"
"*02m7w*","David Luiz","ARS","D","270","FA","BHA 0<br/>@ARS 2 F","73.43","-","-","-","-","1","1","0","1","1","0","41","2","2","0"
"*02ljr*","Conor Coady","WOL","D","153","FA","MUN 2<br/>@WOL 1 F","73.32","-","-","-","-","2","1","0","1","1","0","58","0","3","0"
"*03dx7*","Ben Mee","BUR","D","69","ADB","BUR 0<br/>@SHU 1 F","72.72","-","-","-","-","2","0","0","0","0","0","61","2","16","0"
"*051k7*","Reece James","CHE","D,M","56","MOV","CHE 1<br/>@AVL 2 F","72.59","-","-","-","-","2","0","2","0","3","0","79","0","0","1"
"*051la*","David McGoldrick","SHU","F","117","FA","BUR 0<br/>@SHU 1 F","72.43","-","-","-","-","2","1","2","2","1","1","25","0","5","0"
"*03ybi*","Marcus Rashford","MUN","M,F","54","PMP","MUN 2<br/>@WOL 1 F","72.1","-","-","-","-","2","0","4","2","1","0","53","0","2","0"
"*049tq*","Dominic Calvert-Lewin","EVE","F","26","PNP","EVE 0<br/>@MCI 5 F","71.81","-","-","-","-","2","0","2","1","0","0","36","0","15","0"
"*04kj7*","Serge Aurier","TOT","D,M","129","ADB","TOT 4<br/>@LEI 2 F","71.36","-","-","-","-","1","0","2","0","2","0","57","1","2","1"
"*0524k*","Rodri","MCI","M","51","FUG","EVE 0<br/>@MCI 5 F","71.29","-","-","-","-","2","0","2","0","1","0","113","2","2","0"
"*02w6v*","Christian Benteke","CRY","F","83","BAR","CRY 0<br/>@LIV 2 F","71.2","-","-","-","-","2","0","2","0","0","0","28","1","22","0"
"*02m5m*","Ahmed El Mohamady","AVL","D","285","FA","CHE 1<br/>@AVL 2 F","70.97","-","-","-","-","2","0","2","0","1","1","84","3","2","1"
"*02on3*","Matthew Lowton","BUR","D","74","NOAD","BUR 0<br/>@SHU 1 F","70.94","-","-","-","-","2","0","6","0","0","0","52","3","0","0"
"*03u2b*","Adama Traore","WOL","M,F","174","MOV","MUN 2<br/>@WOL 1 F","70.75","-","-","-","-","2","0","4","1","3","0","38","0","2","0"
"*02opl*","Jack Cork","BUR","M","316","FA","BUR 0<br/>@SHU 1 F","70.75","-","-","-","-","2","0","2","0","2","0","58","2","5","0"
"*051l3*","Kean Bryan","SHU","D","304","FA","BUR 0<br/>@SHU 1 F","70.32","-","-","-","-","2","0","1","0","1","0","47","3","3","1"
"*043c1*","Oleksandr Zinchenko","MCI","D","149","NOAD","EVE 0<br/>@MCI 5 F","70.05","-","-","-","-","1","0","2","0","0","0","89","4","1","0"
"*03297*","Conor Townsend","WBA","D,M","119","FA","WBA 1<br/>@LEE 3 F","70.03","-","-","-","-","2","0","0","0","1","0","65","3","2","1"
"*055se*","Marvelous Nakamba","AVL","M","377","FA","CHE 1<br/>@AVL 2 F","69.97","-","-","-","-","2","0","0","0","3","0","44","6","1","0"
"*04fk1*","Pascal Gross","BHA","M,F","106","FA","BHA 0<br/>@ARS 2 F","69.92","-","-","-","-","1","0","3","0","2","0","73","2","0","0"
"*05247*","Tanguy Ndombele","TOT","M,F","219","FA","TOT 4<br/>@LEI 2 F","69.84","-","-","-","-","2","0","1","0","3","0","91","2","0","0"
"*02lp9*","Kyle Walker","MCI","D","171","PMP","EVE 0<br/>@MCI 5 F","69.84","-","-","-","-","2","0","0","0","4","0","166","0","0","0"
"*04ge6*","Joe Willock","ARS/NEW","M","200","FA","NEW 2<br/>@FUL 0 F","69.83","-","-","-","-","1","0","2","1","2","0","18","5","1","0"
"*04p0d*","Dwight McNeil","BUR","M","127","RED","BUR 0<br/>@SHU 1 F","69.82","-","-","-","-","2","0","3","0","0","0","67","4","1","0"
"*03g40*","Kelechi Iheanacho","LEI","F","154","MOV","TOT 4<br/>@LEI 2 F","69.79","-","-","-","-","2","1","1","2","0","0","31","0","0","0"
"*03pig*","Jamaal Lascelles","NEW","D","287","FA","NEW 2<br/>@FUL 0 F","69.75","-","-","-","-","1","1","0","1","1","0","34","1","1","0"
"*05n0b*","Matheus Pereira","WBA","M,F","43","NOAD","WBA 1<br/>@LEE 3 F","69.67","-","-","-","-","2","0","2","1","0","0","58","4","1","0"
