"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","A","SOT","TkW","DPt2","AP","Int","BR","CSD"
"*04u6l*","Andre Gomes","EVE","M","303","FA","BOU 3<br/>@EVE 1 F","56.37","-","-","1","0","0","0","0","0","25","0","2","0"
"*02t1p*","Billy Sharp","SHU","F","353","FA","SHU 1<br/>@SOU 3 F","56.36","-","-","1","0","0","1","0","0","6","0","3","0"
"*051ks*","Teemu Pukki","NOR","F","134","FA","NOR 0<br/>@MCI 5 F","56.09","-","-","1","0","0","0","0","0","19","0","3","0"
"*03r8x*","Callum Wilson","BOU","F","279","FA","BOU 3<br/>@EVE 1 F","56.02","-","-","1","0","0","0","1","1","18","1","6","0"
"*04fkc*","Francisco Femenia Far","WAT","D","157","ADB","WAT 2<br/>@ARS 3 F","55.9","-","-","1","0","0","0","1","0","8","0","3","0"
"*02lni*","Jesse Lingard","MUN","M,F","358","MOV","MUN 2<br/>@LEI 0 F","55.74","-","-","1","0","0","0","1","0","12","0","2","0"
"*03pig*","Jamaal Lascelles","NEW","D","213","FA","LIV 3<br/>@NEW 1 F","55.37","-","-","1","0","0","0","0","0","11","0","4","0"
"*032ab*","Erik Pieters","BUR","D,M","150","FA","BHA 2<br/>@BUR 1 F","54.6","-","-","1","0","0","0","0","0","17","0","2","0"
"*02llb*","James McCarthy","CRY","M","233","FA","TOT 1<br/>@CRY 1 F","54.56","-","-","1","0","0","0","0","0","5","1","2","0"
"*02onj*","Mark Noble","WHU","M","105","ADB","AVL 1<br/>@WHU 1 F","54.21","-","-","1","0","0","0","0","0","20","0","1","0"
"*04k4j*","Aaron Connolly","BHA","F","324","FA","BHA 2<br/>@BUR 1 F","54.15","-","-","1","0","0","0","0","0","15","0","2","0"
"*03rec*","Tyrone Mings","AVL","D","131","ADB","AVL 1<br/>@WHU 1 F","54.09","-","-","1","0","0","0","0","0","10","0","3","0"
"*03pie*","Divock Origi","LIV","F","328","FA","LIV 3<br/>@NEW 1 F","53.74","-","-","1","0","0","0","1","0","3","0","2","0"
"*04s1e*","Andriy Yarmolenko","WHU","M,F","277","FA","AVL 1<br/>@WHU 1 F","53.65","-","-","1","0","0","0","0","0","8","0","3","0"
"*02m2u*","Gylfi Sigurdsson","EVE","M,F","106","FA","BOU 3<br/>@EVE 1 F","53.43","-","-","1","0","0","0","0","0","7","0","3","0"
"*02w6v*","Christian Benteke","CRY","F","365","FA","TOT 1<br/>@CRY 1 F","53.37","-","-","1","0","0","1","0","0","2","0","1","0"
"*052i4*","Bjorn Engels","AVL","D","278","FA","AVL 1<br/>@WHU 1 F","53.26","-","-","1","0","0","0","0","0","11","0","2","0"
"*02oq3*","Jay Rodriguez","BUR","F","154","FA","BHA 2<br/>@BUR 1 F","53.26","-","-","1","0","0","0","0","0","11","0","2","0"
"*03ybi*","Marcus Rashford","MUN","M,F","22","PNP","MUN 2<br/>@LEI 0 F","53.16","-","-","1","0","0","0","0","0","20","0","0","0"
"*057cr*","Kevin Danso","SOU","D,M","423","FA","SHU 1<br/>@SOU 3 F","53.13","-","-","1","0","0","0","1","0","5","0","1","0"
"*04fyc*","Charlie Taylor","BUR","D","165","FA","BHA 2<br/>@BUR 1 F","53.04","-","-","1","0","0","0","0","0","10","0","2","0"
"*02lof*","Ryan Fredericks","WHU","D","143","FA","AVL 1<br/>@WHU 1 F","52.97","-","-","1","0","0","0","1","0","9","0","0","0"
"*04y92*","Bukayo Saka","ARS","D,M,F","221","FA","WAT 2<br/>@ARS 3 F","52.75","-","-","1","0","0","0","1","0","8","0","0","0"
"*05795*","Dennis Praet","LEI","M","269","FA","MUN 2<br/>@LEI 0 F","52.25","-","-","1","0","0","0","1","0","1","0","1","0"
"*051wl*","Wesley","AVL","F","298","FA","AVL 1<br/>@WHU 1 F","52.21","-","-","1","0","0","0","0","0","11","0","1","0"
"*0477b*","Oliver McBurnie","SHU","F","186","FA","SHU 1<br/>@SOU 3 F","52.15","-","-","1","0","0","0","0","0","6","0","2","0"
"*04kj4*","Juan Foyth","TOT","D","436","FA","TOT 1<br/>@CRY 1 F","52.08","-","-","1","0","0","0","1","0","5","0","0","0"
"*04fjx*","Sead Kolasinac","ARS","D,M","211","FA","WAT 2<br/>@ARS 3 F","51.64","-","-","1","0","0","0","1","0","3","0","0","0"
"*059j3*","Brandon Williams","MUN","D,M","300","FA","MUN 2<br/>@LEI 0 F","51.55","-","-","1","0","0","0","0","0","8","0","1","0"
"*052h5*","Gabriel Martinelli","ARS","M,F","339","FA","WAT 2<br/>@ARS 3 F","51.49","-","-","1","0","0","0","0","0","3","0","2","0"
"*0427g*","Andre Gray","WAT","F","379","FA","WAT 2<br/>@ARS 3 F","51.33","-","-","1","0","0","0","0","0","7","0","1","0"
"*04rhe*","Naby Keita","LIV","M","229","ADB","LIV 3<br/>@NEW 1 F","51.33","-","-","1","0","0","0","0","0","7","0","1","0"
"*02rlu*","Craig Cathcart","WAT","D","191","FA","WAT 2<br/>@ARS 3 F","51.1","-","-","1","0","0","0","0","0","6","0","1","0"
"*02lz9*","Alex Oxlade-Chamberlain","LIV","M,F","212","FA","LIV 3<br/>@NEW 1 F","51.1","-","-","1","0","0","0","0","0","6","0","1","0"
"*051kq*","Todd Cantwell","NOR","M","114","FA","NOR 0<br/>@MCI 5 F","50.94","-","-","1","0","0","0","0","0","10","0","0","0"
"*04f6o*","Will Hughes","WAT","M","196","FA","WAT 2<br/>@ARS 3 F","50.88","-","-","1","0","0","0","0","0","5","0","1","0"
"*04abb*","Phil Foden","MCI","M,F","238","KLI","NOR 0<br/>@MCI 5 F","50.66","-","-","1","0","0","0","0","0","4","0","1","0"
"*051k1*","Conor Hourihane","AVL","M","244","FA","AVL 1<br/>@WHU 1 F","50.66","-","-","1","0","0","0","0","0","4","0","1","0"
