"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","A","SOT","TkW","DPt2","AP","Int","BR","CSD"
"*03srg*","Trent Alexander-Arnold","LIV","D","2","ADB","LIV 3<br/>@NEW 1 F","100","-","-","38","4","13","13","34","5","1,871","45","221","15"
"*03gu5*","Andrew Robertson","LIV","D","5","SJB","LIV 3<br/>@NEW 1 F","93.65","-","-","36","2","12","6","31","2","2,086","38","210","14"
"*02oox*","Kevin De Bruyne","MCI","M","6","FUG","NOR 0<br/>@MCI 5 F","93.24","-","-","35","13","20","31","24","3","1,554","18","136","0"
"*03jv0*","Sadio Mane","LIV","M,F","7","NIM","LIV 3<br/>@NEW 1 F","92.23","-","-","35","18","7","36","32","3","901","13","131","0"
"*02vlk*","Cesar Azpilicueta","CHE","D,M","9","NIM","WOL 0<br/>@CHE 2 F","91.06","-","-","36","2","6","6","56","1","1,965","67","172","7"
"*03aqp*","Mohamed Salah","LIV","F","10","MOV","LIV 3<br/>@NEW 1 F","89.82","-","-","34","19","10","59","6","1","749","8","85","0"
"*03vlj*","Virgil van Dijk","LIV","D","12","PNP","LIV 3<br/>@NEW 1 F","87.43","-","-","38","5","1","15","12","1","2,903","40","220","15"
"*04qfy*","Ricardo Pereira","LEI","D,M","14","FA","MUN 2<br/>@LEI 0 F","86.11","-","-","28","3","2","5","68","1","1,240","49","171","9"
"*02oq8*","James Ward-Prowse","SOU","D,M,F","15","ADB","SHU 1<br/>@SOU 3 F","84.13","-","-","38","5","3","26","48","9","1,348","60","249","1"
"*02rlq*","Chris Basham","SHU","D","16","SJB","SHU 1<br/>@SOU 3 F","83.94","-","-","38","0","1","0","48","4","982","77","188","13"
"*03dxq*","Danny Ings","SOU","F","18","PMP","SHU 1<br/>@SOU 3 F","83.11","-","-","38","22","2","38","25","3","403","9","121","0"
"*037mo*","Willian","CHE","M,F","19","BAR","WOL 0<br/>@CHE 2 F","82.92","-","-","36","9","7","29","27","4","1,188","20","185","0"
"*04qrc*","Raul Jimenez","WOL","F","20","SJB","WOL 0<br/>@CHE 2 F","82.83","-","-","38","17","6","44","12","3","716","16","82","0"
"*04mqy*","Pierre-Emerick Aubameyang","ARS","M,F","21","ADB","WAT 2<br/>@ARS 3 F","82","-","-","36","22","3","42","19","6","590","14","92","0"
"*03ybi*","Marcus Rashford","MUN","M,F","22","PNP","MUN 2<br/>@LEI 0 F","81.83","-","-","31","17","7","44","9","3","727","10","81","0"
"*03dyp*","Riyad Mahrez","MCI","M,F","23","PNP","NOR 0<br/>@MCI 5 F","81.69","-","-","33","11","9","32","14","0","988","18","90","0"
"*03rxz*","Roberto Firmino","LIV","M,F","24","KLI","LIV 3<br/>@NEW 1 F","81.51","-","-","38","9","8","39","19","0","924","7","136","0"
"*03gu4*","Harry Maguire","MUN","D","25","SJB","MUN 2<br/>@LEI 0 F","81.14","-","-","38","1","1","8","23","6","2,183","72","237","13"
"*02lkp*","Raheem Sterling","MCI","M,F","26","PMP","NOR 0<br/>@MCI 5 F","80.98","-","-","33","20","1","38","15","5","967","15","96","0"
"*04adp*","Aaron Wan-Bissaka","MUN","D,M","28","BAR","MUN 2<br/>@LEI 0 F","80.37","-","-","35","0","4","1","80","8","1,342","66","179","10"
"*03v9d*","Son Heung-Min","TOT","M,F","29","BAR","TOT 1<br/>@CRY 1 F","79.93","-","-","30","11","10","38","15","3","675","19","127","0"
"*04kj7*","Serge Aurier","TOT","D,M","30","FUG","TOT 1<br/>@CRY 1 F","79.67","-","-","33","1","5","4","69","5","1,013","47","165","8"
"*04agz*","Declan Rice","WHU","M","31","SJB","AVL 1<br/>@WHU 1 F","79.17","-","-","38","1","3","9","60","6","1,491","77","312","0"
"*0427d*","James Tarkowski","BUR","D","32","RED","BHA 2<br/>@BUR 1 F","78.68","-","-","38","2","2","5","43","10","956","63","180","15"
"*04e1c*","Lewis Dunk","BHA","D","33","KLI","BHA 2<br/>@BUR 1 F","78.09","-","-","36","3","3","10","24","9","1,958","55","250","9"
"*04tm0*","Lucas Digne","EVE","D,M","35","MOV","BOU 3<br/>@EVE 1 F","77.71","-","-","35","0","7","4","49","6","1,019","42","182","8"
"*04io4*","Richarlison","EVE","M,F","36","NIM","BOU 3<br/>@EVE 1 F","77.31","-","-","36","13","3","32","47","8","525","12","169","0"
"*03dyk*","Jamie Vardy","LEI","F","37","PNP","MUN 2<br/>@LEI 0 F","77.08","-","-","35","23","5","43","12","2","312","2","44","0"
"*04fk9*","Jan Bednarek","SOU","D","38","ADB","SHU 1<br/>@SOU 3 F","76.95","-","-","34","1","1","1","38","4","1,157","77","161","7"
"*02llp*","Patrick van Aanholt","CRY","D","39","KLI","TOT 1<br/>@CRY 1 F","76.95","-","-","29","3","2","6","23","0","987","45","176","9"
"*03vlm*","Anthony Martial","MUN","M,F","40","MOV","MUN 2<br/>@LEI 0 F","76.9","-","-","32","17","6","40","12","1","574","5","44","0"
"*04u6q*","Caglar Soyuncu","LEI","D","41","NIM","MUN 2<br/>@LEI 0 F","76.86","-","-","34","1","1","5","40","7","2,078","43","195","12"
"*02ln2*","Jonny Evans","LEI","D","42","KLI","MUN 2<br/>@LEI 0 F","76.8","-","-","38","1","1","8","34","11","2,163","57","230","13"
"*045c8*","Gabriel Jesus","MCI","F","43","RED","NOR 0<br/>@MCI 5 F","76.54","-","-","34","14","7","48","10","3","527","11","85","0"
"*04aiz*","Wilfred Ndidi","LEI","M","44","NIM","MUN 2<br/>@LEI 0 F","76.23","-","-","32","2","1","3","67","6","1,421","80","271","0"
"*04t3s*","Joao Moutinho","WOL","M","45","MOV","WOL 0<br/>@CHE 2 F","75.99","-","-","38","1","6","6","50","7","1,574","50","248","0"
"*02lk5*","Jordan Henderson","LIV","M","46","PNP","LIV 3<br/>@NEW 1 F","75.85","-","-","30","4","5","8","41","2","1,568","30","183","0"
"*02m11*","Matt Doherty","WOL","D,M","48","RED","WOL 0<br/>@CHE 2 F","74.8","-","-","36","4","3","16","29","1","1,105","40","160","1"
"*02m5l*","John Egan","SHU","D","49","FUG","SHU 1<br/>@SOU 3 F","74.61","-","-","36","2","0","5","27","6","1,035","58","177","13"
"*02lm7*","Jack Grealish","AVL","M,F","50","MOV","AVL 1<br/>@WHU 1 F","72.71","-","-","36","8","6","23","19","8","1,164","22","188","0"
"*04yo7*","Youri Tielemans","LEI","M","51","BAR","MUN 2<br/>@LEI 0 F","72.36","-","-","37","3","6","13","29","2","1,478","22","188","0"
"*052cd*","Mason Mount","CHE","M,F","53","NIM","WOL 0<br/>@CHE 2 F","72.08","-","-","37","7","5","29","17","3","1,064","16","141","0"
"*043qz*","Pierre-Emile Hojbjerg","SOU","D,M","54","FUG","SHU 1<br/>@SOU 3 F","71.98","-","-","33","0","1","11","49","5","1,423","46","326","0"
"*04s8k*","Jorginho","CHE","M","55","BAR","WOL 0<br/>@CHE 2 F","71.82","-","-","31","4","2","4","40","10","1,995","64","247","0"
"*03v6t*","Ben Chilwell","LEI","D,M","56","FUG","MUN 2<br/>@LEI 0 F","71.65","-","-","27","3","3","6","26","3","1,295","28","161","8"
"*04qra*","Romain Saiss","WOL","D,M","57","RED","WOL 0<br/>@CHE 2 F","71.64","-","-","33","2","1","8","38","13","1,277","55","185","11"
"*02lvo*","David Silva","MCI","M","58","PMP","NOR 0<br/>@MCI 5 F","71.4","-","-","27","6","10","18","14","0","1,324","13","86","0"
"*056ir*","Adam Webster","BHA","D","59","FUG","BHA 2<br/>@BUR 1 F","71.07","-","-","31","3","1","7","17","4","1,563","45","177","7"
"*02lla*","James McArthur","CRY","M","60","KLI","TOT 1<br/>@CRY 1 F","70.88","-","-","37","0","3","6","51","6","1,121","60","185","0"
"*04t3u*","Diego Rico","BOU","D,M","61","SJB","BOU 3<br/>@EVE 1 F","70.76","-","-","27","0","4","3","39","6","730","84","168","5"
"*04tcc*","Jonny","WOL","D,M","62","FUG","WOL 0<br/>@CHE 2 F","70.73","-","-","35","2","2","5","55","4","884","53","158","1"
"*02lsa*","Dan Burn","BHA","D","63","FUG","BHA 2<br/>@BUR 1 F","70.41","-","-","34","0","0","0","42","5","1,162","42","156","9"
"*02lp9*","Kyle Walker","MCI","D","64","BAR","NOR 0<br/>@MCI 5 F","69.69","-","-","29","1","4","3","18","5","1,717","28","144","13"
"*02rll*","Nathan Redmond","SOU","M,F","65","SJB","SHU 1<br/>@SOU 3 F","69.62","-","-","32","4","4","21","29","2","752","16","203","0"
"*051l0*","Jack O'Connell","SHU","D","66","MOV","SHU 1<br/>@SOU 3 F","69.48","-","-","33","0","1","3","14","4","1,145","42","184","12"
"*04qr6*","Ruben Neves","WOL","M","68","KLI","WOL 0<br/>@CHE 2 F","69.41","-","-","38","2","2","10","33","9","1,620","56","303","0"
"*02lol*","Harry Kane","TOT","F","69","FUG","TOT 1<br/>@CRY 1 F","69.21","-","-","29","18","2","37","12","4","369","6","69","0"
"*04p0d*","Dwight McNeil","BUR","M,F","70","FA","BHA 2<br/>@BUR 1 F","69.21","-","-","38","2","6","14","33","5","814","30","234","0"
"*03eke*","Ayoze Perez","LEI","M,F","71","KLI","MUN 2<br/>@LEI 0 F","69.2","-","-","33","8","4","22","28","0","585","14","103","0"
"*03dx7*","Ben Mee","BUR","D","72","FA","BHA 2<br/>@BUR 1 F","68.68","-","-","32","1","1","7","22","7","898","42","176","13"
"*03sgc*","Jordan Ayew","CRY","M,F","73","NIM","TOT 1<br/>@CRY 1 F","68.37","-","-","37","9","2","24","30","6","662","15","147","0"
