"Player ID","Round","Pick","Ov Pick","Pos","Player","Team","Fantasy Team","Time (CEST)"
"*05gcp*",9,6,102,"M","Tomas Soucek","WHU","BarcelOna '53","Aug 8, 2023 9:37:43"
"*0687b*",9,7,103,"D","Alexandre Moreno Lopera","AVL","Nimma Koempels","Aug 8, 2023 9:37:52"
"*03yu2*",9,8,104,"M","Abdoulaye Doucoure","EVE","Sjeeterboys","Aug 8, 2023 9:38:21"
"*04f67*",9,9,105,"M","Philip Billing","BOU","NOAD Athletic","Aug 8, 2023 9:38:29"
"*05rb8*",9,10,106,"M","Moises Caicedo","BHA","Klimmania","Aug 8, 2023 9:39:07"
"*061xs*",9,11,107,"F","Julio Enciso","BHA","One Season Wonderers","Aug 8, 2023 9:39:38"
"*03r8x*",9,12,108,"F","Callum Wilson","NEW","Wilton Wankers","Aug 8, 2023 9:39:46"
"*05mxa*",10,1,109,"D","Joel Veltman","BHA","Wilton Wankers","Aug 8, 2023 9:40:07"
"*061x2*",10,2,110,"F","Darwin Nunez","LIV","One Season Wonderers","Aug 8, 2023 9:40:19"
"*05os8*",10,3,111,"D","Joachim Andersen","CRY","Klimmania","Aug 8, 2023 9:40:41"
"*06clx*",10,4,112,"D","Jordan Beyer","BUR","NOAD Athletic","Aug 8, 2023 9:40:49"
"*068lx*",10,5,113,"F","Dango Ouattara","BOU","Sjeeterboys","Aug 8, 2023 9:40:53"
"*04qr8*",10,6,114,"F","Diogo Jose Teixeira da Silva","LIV","Nimma Koempels","Aug 8, 2023 9:40:57"
"*04io4*",10,7,115,"F","Richarlison de Andrade","TOT","BarcelOna '53","Aug 8, 2023 9:41:03"
"*04fk5*",10,8,116,"G","Ederson Santana de Moraes","MCI","Redford United","Aug 8, 2023 9:41:40"
"*04tzt*",10,9,117,"M","Jefferson Lerma","CRY","Poor Man's Pirlo","Aug 8, 2023 9:41:45"
"*068yj*",10,10,118,"D","Felipe Augusto de Almeida Monteiro","NOT","Athletic Club Bapao","Aug 8, 2023 9:42:00"
"*05up6*",10,11,119,"D","Raphael Varane","MUN","László Hofnár","Aug 8, 2023 9:42:06"
"*03rxs*",10,12,120,"M","Harry Wilson","FUL","Mövenpickje FC","Aug 8, 2023 9:42:53"
"*05omu*",11,1,121,"D","Ruben Santos Gato Alves Dias","MCI","Mövenpickje FC","Aug 8, 2023 9:43:51"
"*05gcs*",11,2,122,"M","Sander Berge","BUR","László Hofnár","Aug 8, 2023 9:43:56"
"*05oh2*",11,3,123,"M","Thiago Alcantara do Nascimento","LIV","Athletic Club Bapao","Aug 8, 2023 9:44:13"
"*052ca*",11,4,124,"D","Ezri Konsa","AVL","Poor Man's Pirlo","Aug 8, 2023 9:44:25"
"*037mo*",11,5,125,"F","Willian Borges Da Silva","FUL","Redford United","Aug 8, 2023 9:45:04"
"*05uoc*",11,6,126,"D","Cristian Romero","TOT","BarcelOna '53","Aug 8, 2023 9:45:10"
"*0620k*",11,7,127,"D","Nayef Aguerd","WHU","Nimma Koempels","Aug 8, 2023 9:45:15"
"*04qfz*",11,8,128,"D","Jose Diogo Dalot Teixeira","MUN","Sjeeterboys","Aug 8, 2023 9:45:21"
"*04u41*",11,9,129,"M","Mateo Kovacic","MCI","NOAD Athletic","Aug 8, 2023 9:45:33"
"*04amh*",11,10,130,"G","Aaron Ramsdale","ARS","Klimmania","Aug 8, 2023 9:45:48"
"*0554g*",11,11,131,"D","Calvin Bassey","FUL","One Season Wonderers","Aug 8, 2023 9:45:54"
"*03hff*",11,12,132,"M","Josh Cullen","BUR","Wilton Wankers","Aug 8, 2023 9:46:11"
"*06clu*",12,1,133,"G","Mark Flekken","BRF","Wilton Wankers","Aug 8, 2023 9:46:18"
"*032f9*",12,2,134,"G","Jordan Pickford","EVE","One Season Wonderers","Aug 8, 2023 9:46:24"
"*063zi*",12,3,135,"M","Matheus Luiz Nunes","WOL","Klimmania","Aug 8, 2023 9:46:45"
"*0477b*",12,4,136,"F","Oliver McBurnie","SHU","NOAD Athletic","Aug 8, 2023 9:47:30"
"*05os9*",12,5,137,"M","Thomas Partey","ARS","Sjeeterboys","Aug 8, 2023 9:47:52"
"*03dyl*",12,6,138,"M","Jeffrey Schlupp","CRY","Nimma Koempels","Aug 8, 2023 9:48:44"
"*04kj7*",12,7,139,"D","Serge Aurier","NOT","BarcelOna '53","Aug 8, 2023 9:48:52"
"*0329y*",12,8,140,"D","Joel Ward","CRY","Redford United","Aug 8, 2023 9:49:04"
"*06c5x*",12,9,141,"D","Tom Lockyer","LUT","Poor Man's Pirlo","Aug 8, 2023 9:49:13"
"*02y6o*",12,10,142,"D","Nathan Ake","MCI","Athletic Club Bapao","Aug 8, 2023 9:49:22"
"*04sjt*",12,11,143,"G","Alisson Ramses Becker","LIV","László Hofnár","Aug 8, 2023 9:49:33"
"*04yey*",12,12,144,"D","Max Kilman","WOL","Mövenpickje FC","Aug 8, 2023 9:49:45"
"*05vyj*",13,1,145,"F","Evan Ferguson","BHA","Mövenpickje FC","Aug 8, 2023 9:49:49"
"*05tqz*",13,2,146,"D","Rico Henry","BRF","László Hofnár","Aug 8, 2023 9:49:55"
"*068yr*",13,3,147,"M","Hamed Traore","BOU","Athletic Club Bapao","Aug 8, 2023 9:50:13"
"*04rzl*",13,4,148,"F","Taiwo Awoniyi","NOT","Poor Man's Pirlo","Aug 8, 2023 9:50:38"
"*06clt*",13,5,149,"F","Justin Kluivert","BOU","Redford United","Aug 8, 2023 9:50:58"
"*044ei*",13,6,150,"G","Nick Pope","NEW","BarcelOna '53","Aug 8, 2023 9:51:20"
"*05raa*",13,7,151,"D","Hugo Bueno","WOL","Nimma Koempels","Aug 8, 2023 9:52:17"
"*06dps*",13,8,152,"G","Andre Onana","MUN","Sjeeterboys","Aug 8, 2023 9:52:22"
"*056ir*",13,9,153,"D","Adam Webster","BHA","NOAD Athletic","Aug 8, 2023 9:52:28"
"*06cm0*",13,10,154,"F","Christopher Nkunku","CHE","Klimmania","Aug 8, 2023 9:53:29"
"*061ya*",13,11,155,"F","Brennan Johnson","NOT","One Season Wonderers","Aug 8, 2023 9:54:00"
"*05opn*",13,12,156,"F","Carlos Vinicius Alves Morais","FUL","Wilton Wankers","Aug 8, 2023 9:54:10"
"*02oo1*",14,1,157,"D","Ben Davies","TOT","Wilton Wankers","Aug 8, 2023 9:54:13"
"*06clv*",14,2,158,"M","Mahmoud Dahoud","BHA","One Season Wonderers","Aug 8, 2023 9:54:37"
"*055se*",14,3,159,"M","Marvelous Nakamba","LUT","Klimmania","Aug 8, 2023 9:54:42"
"*03rxa*",14,4,160,"M","Idrissa Gueye","EVE","NOAD Athletic","Aug 8, 2023 9:55:02"
"*06492*",14,5,161,"F","Sasa Kalajdzic","WOL","Sjeeterboys","Aug 8, 2023 9:55:11"
"*062og*",14,6,162,"D","Aaron Hickey","BRF","Nimma Koempels","Aug 8, 2023 9:55:38"
"*0649j*",14,7,163,"D","Manuel Akanji","MCI","BarcelOna '53","Aug 8, 2023 9:56:01"
"*05ojg*",14,8,164,"D","Nelson Cabral Semedo","WOL","Redford United","Aug 8, 2023 9:56:09"
"*02lz0*",14,9,165,"G","Emiliano Martinez","AVL","Poor Man's Pirlo","Aug 8, 2023 9:56:14"
"*04ge9*",14,10,166,"F","Eddie Nketiah","ARS","Athletic Club Bapao","Aug 8, 2023 9:56:19"
"*063hu*",14,11,167,"M","Amadou Onana","EVE","László Hofnár","Aug 8, 2023 9:56:39"
"*04u40*",14,12,168,"G","Kepa Arrizabalaga","CHE","Mövenpickje FC","Aug 8, 2023 9:56:47"
"*04gw7*",15,1,169,"F","Jadon Sancho","MUN","Mövenpickje FC","Aug 8, 2023 9:57:36"
"*067yz*",15,2,170,"F","Matheus Santos Carneiro Da Cunha","WOL","László Hofnár","Aug 8, 2023 9:58:26"
"*06c4p*",15,3,171,"F","Benson Manuel","BUR","Athletic Club Bapao","Aug 8, 2023 9:58:31"
"*068n8*",15,4,172,"F","Noni Madueke","CHE","Poor Man's Pirlo","Aug 8, 2023 9:59:10"
"*04spx*",15,5,173,"M","Tahith Chong","LUT","Redford United","Aug 8, 2023 9:59:18"
"*04mdn*",15,6,174,"F","Anthony Gordon","NEW","BarcelOna '53","Aug 8, 2023 9:59:46"
"*05uor*",15,7,175,"M","Yoane Wissa","BRF","Nimma Koempels","Aug 8, 2023 9:59:51"
"*05re5*",15,8,176,"M","Carney Chukwuemeka","CHE","Sjeeterboys","Aug 8, 2023 9:59:56"
"*03fgo*",15,9,177,"F","Dominic Solanke","BOU","NOAD Athletic","Aug 8, 2023 10:00:46"
"*03rzp*",15,10,178,"D","Antonee Robinson","FUL","Klimmania","Aug 8, 2023 10:00:57"
"*06ew2*",15,11,179,"D","Axel Disasi","CHE","One Season Wonderers","Aug 8, 2023 10:01:02"
"*05tr9*",15,12,180,"M","Mathias Jensen","BRF","Wilton Wankers","Aug 8, 2023 10:01:09"
