"Player ID","Round","Pick","Ov Pick","Pos","Player","Team","Fantasy Team","Time (CEST)"
"*02lq4*",8,10,80,"D","Shkodran Mustafi","ARS","Athletic de Bapao","Jul 30, 2019 8:21:11"
"*045c8*",9,1,81,"F","Gabriel Fernando de Jesus","MCI","Athletic de Bapao","Jul 30, 2019 8:21:27"
"*02lni*",9,2,82,"M","Jesse Lingard","MUN","Mövenpickje FC","Jul 30, 2019 8:22:12"
"*043f6*",9,3,83,"M","Henrikh Mkhitaryan","ARS","Redford United","Jul 30, 2019 8:22:30"
"*02yl5*",9,4,84,"D","John Stones","MCI","Poor Man's Pirlo","Jul 30, 2019 8:22:36"
"*051wl*",9,5,85,"F","Wesley Moraes Ferreira da Silva","AVL","Nimma Koempels","Jul 30, 2019 8:34:47"
"*03dxv*",9,6,86,"G","Kasper Schmeichel","LEI","Pitch 'n Peuk FC","Jul 30, 2019 8:22:59"
"*0327r*",9,7,87,"D","Michael Keane","EVE","SSC Fugazi","Jul 30, 2019 8:23:01"
"*0327o*",9,8,88,"F","Gerard Deulofeu","WAT","Sjeeterboys","Jul 30, 2019 8:23:03"
"*04s8k*",9,9,89,"M","Jorge Luiz Frello Filho","CHE","BarcelOna '53","Jul 30, 2019 8:23:12"
"*02lyx*",9,10,90,"D","Laurent Koscielny","ARS","Klimmania","Jul 30, 2019 8:23:12"
"*02lp2*",10,1,91,"D","Danny Rose","TOT","Klimmania","Jul 30, 2019 8:23:13"
"*04qr8*",10,2,92,"F","Diogo Jose Teixeira da Silva","WOL","BarcelOna '53","Jul 30, 2019 8:29:34"
"*04fk1*",10,3,93,"M","Pascal Gross","BHA","Sjeeterboys","Jul 30, 2019 8:23:56"
"*03r8t*",10,4,94,"M","Matt Ritchie","NEW","SSC Fugazi","Jul 30, 2019 8:23:58"
"*02lpl*",10,5,95,"D","Seamus Coleman","EVE","Pitch 'n Peuk FC","Jul 30, 2019 8:24:06"
"*04qr6*",10,6,96,"M","Ruben Diogo da Silva Neves","WOL","Nimma Koempels","Jul 30, 2019 8:24:22"
"*03819*",10,7,97,"D","Mamadou Sakho","CRY","Poor Man's Pirlo","Jul 30, 2019 8:24:36"
"*02m7x*",10,8,98,"F","Romelu Lukaku","MUN","Redford United","Jul 30, 2019 8:24:43"
"*04t3s*",10,9,99,"M","Joao Filipe Iria Santos Moutinho","WOL","Mövenpickje FC","Jul 30, 2019 8:25:25"
"*03dxr*",10,10,100,"F","Ashley Barnes","BUR","Athletic de Bapao","Jul 30, 2019 8:25:37"
"*04abn*",11,1,101,"M","Harvey Barnes","LEI","Athletic de Bapao","Jul 30, 2019 8:25:55"
"*02lm7*",11,2,102,"M","Jack Grealish","AVL","Mövenpickje FC","Jul 30, 2019 8:26:40"
"*02lny*",11,3,103,"D","Ashley Young","MUN","Redford United","Jul 30, 2019 8:27:03"
"*03dxq*",11,4,104,"F","Danny Ings","SOU","Poor Man's Pirlo","Jul 30, 2019 8:27:18"
"*037mo*",11,5,105,"F","Willian Borges Da Silva","CHE","Nimma Koempels","Jul 30, 2019 8:27:45"
"*04rhe*",11,6,106,"M","Naby Keita","LIV","Pitch 'n Peuk FC","Jul 30, 2019 8:27:49"
"*032f9*",11,7,107,"G","Jordan Pickford","EVE","SSC Fugazi","Jul 30, 2019 8:27:51"
"*02lz9*",11,8,108,"M","Alex Oxlade-Chamberlain","LIV","Sjeeterboys","Jul 30, 2019 8:27:53"
"*0435t*",11,9,109,"M","Ilkay Gundogan","MCI","BarcelOna '53","Jul 30, 2019 8:28:12"
"*03rxa*",11,10,110,"M","Idrissa Gueye","EVE","Klimmania","Jul 30, 2019 8:28:12"
"*04agz*",12,1,111,"M","Declan Rice","WHU","Klimmania","Jul 30, 2019 8:28:14"
"*02oq6*",12,2,112,"D","Luke Shaw","MUN","BarcelOna '53","Jul 30, 2019 8:29:31"
"*04rhc*",12,3,113,"G","Vicente Guaita","CRY","Sjeeterboys","Jul 30, 2019 8:28:56"
"*02lp7*",12,4,114,"M","Andros Townsend","CRY","SSC Fugazi","Jul 30, 2019 8:28:58"
"*04qos*",12,5,115,"D","Issa Diop","WHU","Pitch 'n Peuk FC","Jul 30, 2019 8:29:03"
"*0435s*",12,6,116,"D","Joel Matip","LIV","Nimma Koempels","Jul 30, 2019 8:29:45"
"*0524k*",12,7,117,"M","Rodrigo Hernandez Cascante","MCI","Poor Man's Pirlo","Jul 30, 2019 8:29:48"
"*02lzn*",12,8,118,"F","Theo Walcott","EVE","Redford United","Jul 30, 2019 8:33:04"
"*02lnf*",12,9,119,"F","Joshua King","BOU","Mövenpickje FC","Jul 30, 2019 8:31:14"
"*046v3*",12,10,120,"M","Roberto Pereyra","WAT","Athletic de Bapao","Jul 30, 2019 8:31:22"
"*038ze*",13,1,121,"F","Alex Iwobi","EVE","Athletic de Bapao","Jul 30, 2019 8:31:44"
"*04toz*",13,2,122,"M","Max Meyer","CRY","Mövenpickje FC","Jul 30, 2019 8:32:30"
"*03arh*",13,3,123,"D","Kurt Zouma","CHE","Redford United","Jul 30, 2019 8:32:59"
"*04fk8*",13,4,124,"D","Victor Lindelof","MUN","Poor Man's Pirlo","Jul 30, 2019 8:32:58"
"*",13,5,125,"","","","Nimma Koempels","Jul 30, 2019 8:33:44"
"*043c1*",13,6,126,"D","Oleksandr Zinchenko","MCI","Pitch 'n Peuk FC","Jul 30, 2019 8:33:50"
"*04yo6*",13,7,127,"M","Miguel Almiron","NEW","SSC Fugazi","Jul 30, 2019 8:33:52"
"*04rzm*",13,8,128,"G","Rui Pedro dos Santos Patricio","WOL","Sjeeterboys","Jul 30, 2019 8:33:54"
"*02t1p*",13,9,129,"F","Billy Sharp","SHU","BarcelOna '53","Jul 30, 2019 8:34:38"
"*03ra1*",13,10,130,"F","Troy Deeney","WAT","Klimmania","Jul 30, 2019 8:34:40"
"*04rh9*",14,1,131,"M","David Brooks","BOU","Klimmania","Jul 30, 2019 8:34:42"
"*0410j*",14,2,132,"F","Tammy Abraham","CHE","BarcelOna '53","Jul 30, 2019 8:35:26"
"*043qz*",14,3,133,"M","Pierre-Emile Hojbjerg","SOU","Sjeeterboys","Jul 30, 2019 8:35:28"
"*04gyl*",14,4,134,"D","Benjamin Mendy","MCI","SSC Fugazi","Jul 30, 2019 8:35:30"
"*02lk5*",14,5,135,"M","Jordan Henderson","LIV","Pitch 'n Peuk FC","Jul 30, 2019 8:36:07"
"*",14,6,136,"","","","Nimma Koempels","Jul 30, 2019 8:36:08"
"*049tq*",14,7,137,"F","Dominic Calvert-Lewin","EVE","Poor Man's Pirlo","Jul 30, 2019 8:36:17"
"*0427d*",14,8,138,"D","James Tarkowski","BUR","Redford United","Jul 30, 2019 8:37:01"
"*02lpr*",14,9,139,"D","Shane Duffy","BHA","Mövenpickje FC","Jul 30, 2019 8:37:15"
"*04gyc*",14,10,140,"D","Danilo Luiz da Silva","MCI","Athletic de Bapao","Jul 30, 2019 8:37:32"
