"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","G","A","SOT","TkW","DPt2","AP","CoSF","AER","CSD"
"*05re5*","Carney Chukwuemeka","AVL","M","411","FA","AVL 2<br/>@MCI 3 F","26.85","-","-","12","0","1","1","1","0","98","15","7","0"
"*05trt*","Andrew Omobamidele","NOR","D","412","FA","TOT 5<br/>@NOR 0 F","26.64","-","-","5","1","0","1","6","1","191","5","5","0"
"*02onj*","Mark Noble","WHU","M","413","FA","WHU 1<br/>@BHA 3 F","26.63","-","-","11","1","0","2","2","0","261","7","1","0"
"*051kq*","Todd Cantwell","NOR","M,F","414","FA","TOT 5<br/>@NOR 0 F","26.41","-","-","8","0","0","0","13","2","127","17","3","0"
"*058vf*","Steven Alzate","BHA","M","415","FA","WHU 1<br/>@BHA 3 F","26.36","-","-","9","0","0","1","4","0","203","10","4","0"
"*05ts0*","Francisco Sierralta","WAT","D","416","FA","WAT 1<br/>@CHE 2 F","26.3","-","-","5","0","0","1","3","0","142","5","15","0"
"*05tru*","Przemyslaw Placheta","NOR","M,F","417","FA","TOT 5<br/>@NOR 0 F","26.27","-","-","12","0","0","7","3","1","98","16","1","0"
"*02m7z*","Juan Mata","MUN","M","418","FA","MUN 0<br/>@CRY 1 F","26.17","-","-","7","0","0","1","4","0","185","7","0","0"
"*0452p*","Yan Valery","SOU","D","419","FA","SOU 1<br/>@LEI 4 F","26.04","-","-","5","0","0","0","6","0","101","4","11","1"
"*03jab*","Federico Fernandez","NEW","D","420","FA","NEW 2<br/>@BUR 1 F","25.93","-","-","7","0","0","1","0","0","181","2","10","1"
"*04xjr*","Harvey Elliott","LIV","M","421","FA","WOL 1<br/>@LIV 3 F","25.82","-","-","6","0","0","1","0","0","203","8","2","0"
"*04s1e*","Andriy Yarmolenko","WHU","F","422","FA","WHU 1<br/>@BHA 3 F","25.69","-","-","19","1","0","5","2","1","78","7","5","0"
"*0574a*","Giovani Lo Celso","TOT","M","424","FA","TOT 5<br/>@NOR 0 F","25.56","-","-","9","0","0","1","4","0","125","15","0","0"
"*05tr0*","Charlie Goode","BRF","D","425","FA","LEE 2<br/>@BRF 1 F","25.5","-","-","6","0","0","0","5","3","161","12","15","1"
"*03m5e*","Jonjoe Kenny","EVE","D","426","FA","EVE 1<br/>@ARS 5 F","25.41","-","-","15","0","1","0","7","4","266","10","9","1"
"*02lp2*","Danny Rose","WAT","D","427","FA","WAT 1<br/>@CHE 2 F","25.25","-","-","8","0","0","1","10","4","155","23","4","0"
"*03vlm*","Anthony Martial","MUN","M,F","428","FA","MUN 0<br/>@CRY 1 F","25.18","-","-","8","1","0","3","0","0","67","8","4","0"
"*05r4r*","Sam Greenwood","LEE","F","429","FA","LEE 2<br/>@BRF 1 F","25.01","-","-","7","0","2","0","5","0","54","4","2","0"
"*04lax*","Hamza Choudhury","LEI","D,M","430","FA","SOU 1<br/>@LEI 4 F","24.89","-","-","6","0","0","0","3","1","123","7","10","1"
"*040ah*","Tom Davies","EVE","M","431","FA","EVE 1<br/>@ARS 5 F","24.79","-","-","6","1","0","2","1","1","60","5","3","0"
"*04yjx*","Ki-Jana Hoever","WOL","D,M","432","FA","WOL 1<br/>@LIV 3 F","24.75","-","-","8","0","0","0","6","1","82","8","3","2"
"*05y6b*","Jonathan Rowe","NOR","F","433","FA","TOT 5<br/>@NOR 0 F","24.63","-","-","13","0","1","2","2","0","47","11","1","0"
"*035n1*","Bertrand Traore","AVL","M,F","434","FA","AVL 2<br/>@MCI 3 F","24.54","-","-","9","0","0","1","3","0","60","14","4","0"
"*02ltx*","Dan Gosling","WAT","M","435","FA","WAT 1<br/>@CHE 2 F","24.46","-","-","4","1","0","1","1","0","54","7","5","0"
"*03m3q*","Ainsley Maitland-Niles","ARS","M","436","FA","EVE 1<br/>@ARS 5 F","24","-","-","8","0","0","0","4","0","104","7","3","0"
"*03dxa*","Kevin Long","BUR","D","437","FA","NEW 2<br/>@BUR 1 F","23.78","-","-","6","0","0","0","2","1","79","3","13","1"
"*02lnd*","Phil Jones","MUN","D","438","FA","MUN 0<br/>@CRY 1 F","23.63","-","-","4","0","0","0","5","0","71","3","2","1"
"*05uox*","Christos Tzolis","NOR","M,F","439","FA","TOT 5<br/>@NOR 0 F","23.47","-","-","14","0","0","2","3","0","72","4","3","0"
"*05l27*","Jarrad Branthwaite","EVE","D","440","FA","EVE 1<br/>@ARS 5 F","23.43","-","-","6","1","0","2","1","3","87","5","11","0"
"*05yg5*","Toti","WOL","D","441","FA","WOL 1<br/>@LIV 3 F","23.26","-","-","4","0","0","0","7","1","152","8","13","0"
"*0522r*","Moussa Djenepo","SOU","M","443","FA","SOU 1<br/>@LEI 4 F","23.25","-","-","12","0","0","1","3","3","106","22","2","0"
"*05u95*","Peter Etebo","WAT","M","444","FA","WAT 1<br/>@CHE 2 F","23.01","-","-","9","0","0","0","8","3","150","9","3","0"
"*02lzn*","Theo Walcott","SOU","M,F","445","FA","SOU 1<br/>@LEI 4 F","22.81","-","-","9","0","0","0","2","0","58","7","4","0"
"*05yjo*","Samuel Kalu","WAT","F","446","FA","WAT 1<br/>@CHE 2 F","22.58","-","-","4","0","0","1","2","0","54","8","0","0"
"*0435u*","Eric Bailly","MUN","D","447","FA","MUN 0<br/>@CRY 1 F","22.53","-","-","4","0","0","0","4","1","68","0","6","1"
"*05trj*","Marcus Forss","BRF","F","448","FA","LEE 2<br/>@BRF 1 F","22.49","-","-","7","0","1","0","3","0","22","2","2","0"
"*05uwf*","Ozan Tufan","WAT","M","449","FA","WAT 1<br/>@CHE 2 F","22.49","-","-","7","0","0","0","2","0","85","3","3","0"
"*051kd*","Jamal Lewis","NEW","D","450","FA","NEW 2<br/>@BUR 1 F","22.48","-","-","5","0","0","0","6","1","62","2","1","1"
"*02m79*","Ryan Bertrand","LEI","D","451","FA","SOU 1<br/>@LEI 4 F","22.33","-","-","4","0","0","0","5","1","118","1","1","0"
"*051kc*","Christoph Zimmermann","NOR","D","452","FA","TOT 5<br/>@NOR 0 F","22.31","-","-","3","0","0","1","3","0","46","3","2","0"
"*047l2*","Jeff Hendrick","NEW","M","453","FA","NEW 2<br/>@BUR 1 F","22.3","-","-","3","1","0","1","1","0","27","0","1","0"
"*05uh9*","Bryan Gil","TOT","F","454","FA","TOT 5<br/>@NOR 0 F","22.24","-","-","9","0","0","1","0","0","47","8","0","0"
"*052k1*","Luke Cundle","WOL","M","455","FA","WOL 1<br/>@LIV 3 F","22.16","-","-","4","0","0","0","3","0","96","1","0","0"
"*05ogl*","Charlie Cresswell","LEE","D","456","FA","LEE 2<br/>@BRF 1 F","22.12","-","-","5","0","0","0","2","1","75","0","6","1"
"*05x12*","Leo Fuhr Hjelde","LEE","D","457","FA","LEE 2<br/>@BRF 1 F","22.06","-","-","2","0","0","0","4","0","55","0","3","0"
"*03yqz*","Joe Rodon","TOT","D","458","FA","TOT 5<br/>@NOR 0 F","22.05","-","-","3","0","0","0","0","0","29","1","2","2"
"*03sin*","Kenedy","CHE","M","459","FA","WAT 1<br/>@CHE 2 F","21.99","-","-","1","0","1","0","2","0","34","1","0","0"
"*05rl4*","Crysencio Summerville","LEE","M","460","FA","LEE 2<br/>@BRF 1 F","21.98","-","-","6","0","0","0","3","0","50","5","0","0"
"*05l8q*","Cole Palmer","MCI","M","461","FA","AVL 2<br/>@MCI 3 F","21.89","-","-","4","0","0","1","1","0","46","2","2","0"
"*032f5*","Paul Dummett","NEW","D","462","FA","NEW 2<br/>@BUR 1 F","21.76","-","-","3","0","0","0","3","2","38","3","5","2"
"*05gco*","Pablo Mari","ARS","D","463","FA","EVE 1<br/>@ARS 5 F","21.71","-","-","2","0","0","0","3","1","79","1","5","0"
"*04gyl*","Benjamin Mendy","MCI","D","464","FA","AVL 2<br/>@MCI 3 F","21.62","-","-","1","0","0","0","2","0","71","2","0","0"
"*02lof*","Ryan Fredericks","WHU","D","465","FA","WHU 1<br/>@BHA 3 F","21.35","-","-","7","0","0","0","2","1","93","1","3","0"
"*0554t*","William Smallbone","SOU","M","466","FA","SOU 1<br/>@LEI 4 F","21.19","-","-","4","0","0","0","4","0","19","1","1","0"
"*04k4j*","Aaron Connolly","BHA","F","468","FA","WHU 1<br/>@BHA 3 F","20.91","-","-","4","0","0","0","0","0","14","6","2","0"
"*05xne*","Nicolas Nkoulou","WAT","D","469","FA","WAT 1<br/>@CHE 2 F","20.91","-","-","3","0","0","0","0","0","50","1","2","0"
"*05a6e*","Neco Williams","LIV","D","470","FA","WOL 1<br/>@LIV 3 F","20.83","-","-","1","0","1","0","0","0","8","1","0","0"
"*04gyz*","Jairo Riedewald","CRY","M","471","FA","MUN 0<br/>@CRY 1 F","20.74","-","-","3","0","0","0","1","0","45","1","0","0"
"*05lus*","Lewis Bate","CHE/LEE","M","472","FA","LEE 2<br/>@BRF 1 F","20.62","-","-","3","0","0","0","0","0","45","2","0","0"
"*056iu*","Jean-Philippe Gbamin","EVE","M","473","FA","EVE 1<br/>@ARS 5 F","20.61","-","-","3","0","0","0","1","0","16","3","1","0"
"*05x9k*","Jeremy Sarmiento","BHA","F","474","FA","WHU 1<br/>@BHA 3 F","20.53","-","-","5","0","0","0","1","0","13","3","1","0"
"*060u7*","Tony Springett","NOR","M","475","FA","TOT 5<br/>@NOR 0 F","20.53","-","-","3","0","0","1","1","1","24","5","1","0"
"*05t6z*","Tim Iroegbunam","WBA/AVL","M","476","FA","AVL 2<br/>@MCI 3 F","20.49","-","-","3","0","0","0","4","1","22","0","3","0"
"*059iq*","Folarin Balogun","ARS","F","477","FA","EVE 1<br/>@ARS 5 F","20.34","-","-","2","0","0","0","1","0","4","1","1","0"
"*05rjn*","Jesurun Rak-Sakyi","CRY","M","478","FA","MUN 0<br/>@CRY 1 F","20.34","-","-","2","0","0","0","0","0","21","3","0","0"
"*05roa*","Cody Drameh","LEE","D","479","FA","LEE 2<br/>@BRF 1 F","20.24","-","-","3","0","0","0","2","1","41","2","1","0"
"*04ym2*","Taylor Richards","BHA","M,F","480","FA","WHU 1<br/>@BHA 3 F","20.2","-","-","2","0","0","0","0","0","21","1","1","0"
"*0452s*","Ashley Fletcher","WAT","F","481","FA","WAT 1<br/>@CHE 2 F","20.16","-","-","3","0","0","1","1","0","3","0","1","0"
"*048xg*","Josh Dasilva","BRF","M","482","FA","LEE 2<br/>@BRF 1 F","20.09","-","-","9","0","0","0","1","3","72","10","3","0"
"*05y63*","Lewis Brunt","LEI","M","483","FA","SOU 1<br/>@LEI 4 F","20.04","-","-","1","0","0","0","0","0","21","1","0","0"
"*052h4*","Dominic Thompson","BRF","D,M","484","FA","LEE 2<br/>@BRF 1 F","20.02","-","-","2","0","0","0","0","0","20","0","1","0"
"*05trc*","Tariqe Fosu-Henry","BRF","M","485","FA","LEE 2<br/>@BRF 1 F","19.96","-","-","1","0","0","1","0","0","5","1","0","0"
"*05uhs*","James Mcatee","MCI","M","486","FA","AVL 2<br/>@MCI 3 F","19.89","-","-","2","0","0","0","0","0","9","1","1","0"
"*05trg*","Finley Stevens","BRF","D,M","487","FA","LEE 2<br/>@BRF 1 F","19.85","-","-","1","0","0","0","1","0","5","0","1","0"
"*05m9r*","Ellis Simms","EVE","F","488","FA","EVE 1<br/>@ARS 5 F","19.83","-","-","1","0","0","0","0","0","7","0","2","0"
"*05a6j*","Chem Campbell","WOL","F","489","FA","WOL 1<br/>@LIV 3 F","19.81","-","-","1","0","0","0","1","0","8","0","0","0"
"*04mmw*","Jurgen Locadia","BHA","F","490","FA","WHU 1<br/>@BHA 3 F","19.8","-","-","1","0","0","0","0","0","1","1","0","0"
"*05trr*","Bali Mumba","NOR","D","491","FA","TOT 5<br/>@NOR 0 F","19.77","-","-","1","0","0","0","1","0","7","0","0","0"
"*05uhl*","Kaide Gordon","LIV","F","492","FA","WOL 1<br/>@LIV 3 F","19.77","-","-","1","0","0","1","0","0","4","0","0","0"
"*04qrf*","Helder Costa","LEE","M,F","493","FA","LEE 2<br/>@BRF 1 F","19.72","-","-","1","0","0","0","0","0","5","2","0","0"
"*04fjx*","Sead Kolasinac","ARS","D","494","FA","EVE 1<br/>@ARS 5 F","19.68","-","-","2","0","0","0","0","1","13","0","0","1"
"*04e1h*","Dale Stephens","BUR","M","495","FA","NEW 2<br/>@BUR 1 F","19.64","-","-","3","0","0","0","1","1","46","0","0","0"
"*05tri*","Mads Bidstrup","BRF","M","496","FA","LEE 2<br/>@BRF 1 F","19.62","-","-","4","0","0","0","0","0","10","0","0","0"
"*0554u*","Trezeguet","AVL","M,F","497","FA","AVL 2<br/>@MCI 3 F","19.61","-","-","1","0","0","0","0","0","6","1","0","0"
"*05rdx*","Shola Shoretire","MUN","F","498","FA","MUN 0<br/>@CRY 1 F","19.57","-","-","1","0","0","0","0","0","5","1","0","0"
"*058vb*","Cameron Archer","AVL","F","499","FA","AVL 2<br/>@MCI 3 F","19.55","-","-","3","0","0","0","0","0","4","0","1","0"
"*04ge8*","Reiss Nelson","ARS","F","500","FA","EVE 1<br/>@ARS 5 F","19.54","-","-","1","0","0","0","0","0","8","0","0","0"
"*05uho*","CJ Egan-Riley","MCI","D","501","FA","AVL 2<br/>@MCI 3 F","19.53","-","-","1","0","0","0","1","0","1","0","0","0"
"*03yuo*","Keinan Davis","AVL","F","502","FA","AVL 2<br/>@MCI 3 F","19.5","-","-","1","0","0","0","0","0","3","1","0","0"
"*051wl*","Wesley","AVL","F","503","FA","AVL 2<br/>@MCI 3 F","19.47","-","-","1","0","0","0","0","0","2","0","1","0"
"*05ogh*","Harrison Ashby","WHU","D","504","FA","WHU 1<br/>@BHA 3 F","19.46","-","-","1","0","0","0","0","0","6","0","0","0"
"*05uhk*","Tyler Morton","LIV","M","505","FA","WOL 1<br/>@LIV 3 F","19.46","-","-","2","0","0","0","0","1","30","0","2","0"
"*05r93*","Tyler Onyango","EVE","M","506","FA","EVE 1<br/>@ARS 5 F","19.43","-","-","3","0","0","0","0","0","1","0","1","0"
"*05oig*","Liam Delap","MCI","F","507","FA","AVL 2<br/>@MCI 3 F","19.42","-","-","1","0","0","0","0","0","1","1","0","0"
"*05nip*","Dane Scarlett","TOT","F","508","FA","TOT 5<br/>@NOR 0 F","19.42","-","-","1","0","0","0","0","0","1","1","0","0"
"*05w9n*","Alex Kral","WHU","M","509","FA","WHU 1<br/>@BHA 3 F","19.39","-","-","1","0","0","0","0","0","0","0","1","0"
"*05y2h*","Sonny Perkins","WHU","M","510","FA","WHU 1<br/>@BHA 3 F","19.39","-","-","1","0","0","0","0","0","0","0","1","0"
"*05vyj*","Evan Ferguson","BHA","F","511","FA","WHU 1<br/>@BHA 3 F","19.39","-","-","1","0","0","0","0","0","4","0","0","0"
"*05rff*","Jaden Philogene-Bidace","AVL","M","512","FA","AVL 2<br/>@MCI 3 F","19.38","-","-","1","0","0","0","0","0","0","1","0","0"
"*060wh*","Alejandro Garnacho","MUN","M","513","FA","MUN 0<br/>@CRY 1 F","19.35","-","-","2","0","0","0","0","0","3","0","0","0"
"*05ya1*","Kayky","MCI","F","514","FA","AVL 2<br/>@MCI 3 F","19.31","-","-","1","0","0","0","0","0","2","0","0","0"
"*05unv*","Liam McCarron","LEE","M","515","FA","LEE 2<br/>@BRF 1 F","19.31","-","-","1","0","0","0","0","0","2","0","0","0"
"*05ww3*","Stuart McKinstry","LEE","M","516","FA","LEE 2<br/>@BRF 1 F","19.31","-","-","1","0","0","0","0","0","2","0","0","0"
"*04mf8*","Nathan Ferguson","CRY","D","517","FA","MUN 0<br/>@CRY 1 F","19.27","-","-","1","0","0","0","0","0","1","0","0","0"
"*05y55*","Kasey McAteer","LEI","M","518","FA","SOU 1<br/>@LEI 4 F","19.27","-","-","1","0","0","0","0","0","1","0","0","0"
"*05rkb*","Isaac Price","EVE","M","519","FA","EVE 1<br/>@ARS 5 F","19.27","-","-","1","0","0","0","0","0","1","0","0","0"
"*04ml9*","Cenk Tosun","EVE","F","520","FA","EVE 1<br/>@ARS 5 F","19.27","-","-","1","0","0","0","0","0","1","0","0","0"
"*05xsd*","Daniel Chesters","WHU","M","521","FA","WHU 1<br/>@BHA 3 F","19.23","-","-","1","0","0","0","0","0","0","0","0","0"
"*05r43*","Benjamin Chrisene","AVL","M","522","FA","AVL 2<br/>@MCI 3 F","19.23","-","-","0","0","0","0","0","0","0","0","0","0"
"*05y3r*","Nathan Young-Coombes","BRF","F","523","FA","LEE 2<br/>@BRF 1 F","19.23","-","-","1","0","0","0","0","0","0","0","0","0"
"*05uog*","Lewis Dobbin","EVE","F","524","FA","EVE 1<br/>@ARS 5 F","19.15","-","-","3","0","0","0","1","1","5","1","0","0"
"*0329o*","Dwight Gayle","NEW","F","525","FA","NEW 2<br/>@BUR 1 F","19.13","-","-","8","0","0","0","0","1","13","2","1","0"
"*05t6y*","Hannibal Mejbri","MUN","M","527","FA","MUN 0<br/>@CRY 1 F","18.59","-","-","2","0","0","1","1","2","17","1","0","0"
"*04qr9*","Morgan Gibbs-White","WOL","M","528","FA","WOL 1<br/>@LIV 3 F","18.51","-","-","2","0","0","0","0","1","7","0","0","0"
"*05ymb*","Tayo Adaramola","CRY","D","535","FA","MUN 0<br/>@CRY 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05u1n*","Derek Agyakwa","WAT","D","536","FA","WAT 1<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05yi6*","Ryan Alebiousu","ARS","D","537","FA","EVE 1<br/>@ARS 5 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ogg*","Ajibola Alese","WHU","D","538","FA","WHU 1<br/>@BHA 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05vyk*","Jaime Alvarado","WAT","M","539","FA","WAT 1<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05ye6*","Will Alves","LEI","F","540","FA","SOU 1<br/>@LEI 4 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*04lav*","Ethan Ampadu","CHE","D,M","541","FA","WAT 1<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05opj*","Elliot Anderson","NEW","M","542","FA","NEW 2<br/>@BUR 1 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05vyh*","Andy Moran","BHA","M","679","FA","WHU 1<br/>@BHA 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*059j0*","Faustino Anjorin","CHE","M","544","FA","WAT 1<br/>@CHE 2 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
"*05y5a*","Keenan Appiah-Forson","WHU","M","545","FA","WHU 1<br/>@BHA 3 F","0","-","-","0","0","0","0","0","0","0","0","0","0"
