"ID","Player","Team","Position","RkOv","Status","Opponent","Score","%D","ADP","Ros","+/-","GP","G","KP","SOT","TkW","DPt2","AP","Int","AER","CSD"
"*04yim*","Christian Pulisic","CHE","M,F","195","RED","CHE 1<br/>@AVL 2 F","51.75","-","-","-","-","27","4","25","16","11","2","549","12","19","0"
"*0435m*","Granit Xhaka","ARS","D,M","196","RED","BHA 0<br/>@ARS 2 F","51.68","-","-","-","-","31","1","17","7","26","10","1,974","24","39","2"
"*04spy*","Mason Greenwood","MUN","M,F","198","SJB","MUN 2<br/>@WOL 1 F","51.6","-","-","-","-","31","7","14","24","10","2","607","5","6","0"
"*05oeh*","Kenny Tete","FUL","D,M","199","FA","NEW 2<br/>@FUL 0 F","51.59","-","-","-","-","22","0","18","1","30","3","521","27","29","5"
"*04ge6*","Joe Willock","ARS/NEW","M","200","FA","NEW 2<br/>@FUL 0 F","51.39","-","-","-","-","21","8","10","13","16","1","243","20","19","0"
"*02m5l*","John Egan","SHU","D","201","FA","BUR 0<br/>@SHU 1 F","51.34","-","-","-","-","31","0","3","3","21","10","918","41","80","4"
"*04mqu*","Aymeric Laporte","MCI","D","202","PNP","EVE 0<br/>@MCI 5 F","51.28","-","-","-","-","16","0","4","1","6","1","1,160","11","42","8"
"*04qr8*","Diogo Jota","WOL/LIV","M,F","203","FA","CRY 0<br/>@LIV 2 F","51.11","-","-","-","-","19","9","12","26","6","2","319","5","14","0"
"*04e1k*","Solly March","BHA","M","204","FUG","BHA 0<br/>@ARS 2 F","51","-","-","-","-","21","2","27","4","23","0","545","22","15","0"
"*04ami*","Luka Milivojevic","CRY","M","205","FA","CRY 0<br/>@LIV 2 F","50.69","-","-","-","-","31","1","21","7","34","11","1,074","35","33","0"
"*0558o*","Dani Ceballos","ARS","M","206","FA","BHA 0<br/>@ARS 2 F","50.64","-","-","-","-","25","0","27","2","22","4","1,109","35","8","0"
"*02lpf*","Ross Barkley","CHE/AVL","M","207","FUG","CHE 1<br/>@AVL 2 F","50.33","-","-","-","-","26","3","40","12","2","0","639","5","23","0"
"*02lni*","Jesse Lingard","MUN/WHU","M,F","208","PNP","SOU 0<br/>@WHU 3 F","50.15","-","-","-","-","16","9","18","22","6","3","529","4","0","0"
"*04fk6*","Bernardo Silva","MCI","M,F","209","FA","EVE 0<br/>@MCI 5 F","49.81","-","-","-","-","26","2","27","13","14","5","1,259","17","13","0"
"*02lnn*","Oliver Norwood","SHU","M","210","FA","BUR 0<br/>@SHU 1 F","49.73","-","-","-","-","32","0","32","1","22","6","1,172","36","16","0"
"*05ojh*","Diego Llorente","LEE","D","211","NIM","WBA 1<br/>@LEE 3 F","49.69","-","-","-","-","15","1","4","3","21","1","598","20","33","5"
"*05nuh*","Robin Koch","LEE","D,M","212","FA","WBA 1<br/>@LEE 3 F","49.38","-","-","-","-","17","0","4","1","16","1","663","27","38","5"
"*02llp*","Patrick van Aanholt","CRY","D","213","FA","CRY 0<br/>@LIV 2 F","49.32","-","-","-","-","22","0","12","5","22","2","763","30","11","4"
"*04spp*","Douglas Luiz","AVL","M","214","FA","CHE 1<br/>@AVL 2 F","49.2","-","-","-","-","33","0","19","8","18","11","1,212","43","43","0"
"*02lpl*","Seamus Coleman","EVE","D,M","215","FA","EVE 0<br/>@MCI 5 F","49.18","-","-","-","-","25","0","19","4","26","0","535","13","9","5"
"*05o6h*","Kai Havertz","CHE","M,F","216","FUG","CHE 1<br/>@AVL 2 F","48.87","-","-","-","-","27","4","18","16","9","2","650","4","29","0"
"*02lls*","Marc Albrighton","LEI","M","217","FA","TOT 4<br/>@LEI 2 F","48.83","-","-","-","-","31","1","38","10","19","2","549","17","10","0"
"*04io3*","Mario Lemina","FUL","M","218","FA","NEW 2<br/>@FUL 0 F","48.78","-","-","-","-","28","1","12","3","35","5","741","30","23","0"
"*05247*","Tanguy Ndombele","TOT","M,F","219","FA","TOT 4<br/>@LEI 2 F","48.69","-","-","-","-","33","3","14","7","20","3","1,003","19","10","0"
"*04jyc*","Davinson Sanchez","TOT","D","220","FA","TOT 4<br/>@LEI 2 F","48.65","-","-","-","-","18","0","1","0","20","1","867","14","49","4"
"*03jab*","Federico Fernandez","NEW","D","221","FA","NEW 2<br/>@FUL 0 F","48.59","-","-","-","-","24","0","7","2","22","4","673","17","49","5"
"*035mq*","Isaac Hayden","NEW","D,M","222","FA","NEW 2<br/>@FUL 0 F","48.5","-","-","-","-","24","0","7","2","29","8","636","43","57","0"
"*03scr*","Aleksandar Mitrovic","FUL","F","225","FA","NEW 2<br/>@FUL 0 F","48.18","-","-","-","-","27","3","23","20","4","3","278","3","71","0"
"*02rll*","Nathan Redmond","SOU","M,F","226","FA","SOU 0<br/>@WHU 3 F","48.09","-","-","-","-","29","2","29","13","17","1","535","11","10","0"
"*04u41*","Mateo Kovacic","CHE","M","227","PNP","CHE 1<br/>@AVL 2 F","48.04","-","-","-","-","27","0","21","4","28","4","1,600","15","12","0"
"*02oq7*","Jack Stephens","SOU","D","228","FA","SOU 0<br/>@WHU 3 F","47.84","-","-","-","-","18","0","6","3","19","2","834","28","20","4"
"*051k8*","Conor Gallagher","CHE/WBA","M","229","FA","WBA 1<br/>@LEE 3 F","47.77","-","-","-","-","30","2","20","7","41","11","725","27","23","0"
"*02lnx*","Danny Welbeck","WAT/BHA","F","230","FA","BHA 0<br/>@ARS 2 F","47.63","-","-","-","-","24","6","22","15","6","0","209","7","22","0"
"*0477b*","Oliver McBurnie","SHU","F","231","FA","BUR 0<br/>@SHU 1 F","47.47","-","-","-","-","23","1","15","13","7","2","253","6","139","0"
"*02m6a*","Gary Cahill","CRY","D","232","FA","CRY 0<br/>@LIV 2 F","47.46","-","-","-","-","20","1","8","3","9","3","615","13","69","4"
"*030v5*","Andreas Christensen","CHE","D","233","FA","CHE 1<br/>@AVL 2 F","46.87","-","-","-","-","17","0","6","0","6","5","1,042","20","38","9"
"*05akv*","Tyrick Mitchell","CRY","D","234","FA","CRY 0<br/>@LIV 2 F","46.73","-","-","-","-","19","1","3","2","35","1","418","21","11","4"
"*02m11*","Matt Doherty","TOT","D,M","235","FA","TOT 4<br/>@LEI 2 F","46.71","-","-","-","-","17","0","11","1","15","5","544","23","49","6"
"*02lmo*","Enda Stevens","SHU","D,M","236","FA","BUR 0<br/>@SHU 1 F","46.62","-","-","-","-","30","0","17","4","26","6","926","22","35","0"
"*05n08*","Ferran Torres","MCI","M,F","237","ADB","EVE 0<br/>@MCI 5 F","46.61","-","-","-","-","24","7","19","15","5","1","346","3","14","0"
"*051kz*","George Baldock","SHU","D,M","238","FA","BUR 0<br/>@SHU 1 F","46.41","-","-","-","-","32","0","18","2","34","7","702","25","26","1"
"*05os6*","Edinson Cavani","MUN","F","239","PNP","MUN 2<br/>@WOL 1 F","46.36","-","-","-","-","26","10","14","15","8","4","260","6","10","0"
"*04mqz*","Lucas Moura","TOT","M,F","240","FA","TOT 4<br/>@LEI 2 F","46.31","-","-","-","-","30","3","16","6","16","1","428","18","23","0"
"*02oo1*","Ben Davies","TOT","D","241","FA","TOT 4<br/>@LEI 2 F","46.07","-","-","-","-","20","0","8","0","17","1","511","18","26","7"
"*02opy*","Adam Lallana","BHA","M,F","242","FA","BHA 0<br/>@ARS 2 F","45.98","-","-","-","-","30","1","25","5","13","0","785","15","10","0"
"*03sgc*","Jordan Ayew","CRY","M,F","243","FA","CRY 0<br/>@LIV 2 F","45.88","-","-","-","-","33","1","13","11","26","4","513","16","31","0"
"*02lla*","James McArthur","CRY","M","244","FA","CRY 0<br/>@LIV 2 F","45.54","-","-","-","-","18","0","15","0","32","3","631","23","21","0"
"*03m5c*","Ruben Loftus-Cheek","CHE/FUL","M,F","245","FA","NEW 2<br/>@FUL 0 F","45.27","-","-","-","-","31","1","17","10","14","3","583","7","45","0"
"*05o6w*","Allan","EVE","M","246","PMP","EVE 0<br/>@MCI 5 F","45.25","-","-","-","-","24","0","17","2","45","6","903","19","5","0"
"*0410j*","Tammy Abraham","CHE","F","249","FA","CHE 1<br/>@AVL 2 F","45.04","-","-","-","-","22","6","9","13","5","0","149","5","39","0"
"*0554u*","Trezeguet","AVL","M,F","250","FA","CHE 1<br/>@AVL 2 F","45.02","-","-","-","-","21","2","13","12","18","0","218","19","28","0"
"*03dyl*","Jeffrey Schlupp","CRY","D,M","251","FA","CRY 0<br/>@LIV 2 F","44.94","-","-","-","-","27","2","18","10","16","3","294","22","30","0"
"*05rai*","Okay Yokuslu","WBA","M","252","SJB","WBA 1<br/>@LEE 3 F","44.6","-","-","-","-","16","0","6","0","25","4","437","35","42","0"
"*04rd0*","Bobby De Cordova-Reid","FUL","M,F","253","FA","NEW 2<br/>@FUL 0 F","44.45","-","-","-","-","33","5","14","9","15","7","589","21","16","0"
"*038zf*","Callum Robinson","WBA","M,F","254","FA","WBA 1<br/>@LEE 3 F","44.01","-","-","-","-","28","5","16","11","5","0","293","7","18","0"
"*056iw*","Allan Saint-Maximin","NEW","M,F","255","PMP","NEW 2<br/>@FUL 0 F","43.88","-","-","-","-","25","3","30","13","9","0","344","4","7","0"
"*05os9*","Thomas Partey","ARS","M","256","RED","BHA 0<br/>@ARS 2 F","43.88","-","-","-","-","24","0","12","4","21","5","994","23","23","0"
"*05mxb*","Hakim Ziyech","CHE","M,F","257","MOV","CHE 1<br/>@AVL 2 F","43.8","-","-","-","-","23","2","34","13","10","3","527","10","5","0"
"*04mi4*","Callum Hudson-Odoi","CHE","M,F","258","FA","CHE 1<br/>@AVL 2 F","43.79","-","-","-","-","23","2","32","6","15","0","496","6","1","0"
"*04sat*","Emile Smith Rowe","ARS","M","259","FA","BHA 0<br/>@ARS 2 F","43.44","-","-","-","-","20","2","27","6","7","0","644","10","4","0"
"*03am7*","Jacob Murphy","NEW","D,M","260","FA","NEW 2<br/>@FUL 0 F","43.39","-","-","-","-","26","2","19","9","24","3","323","14","6","2"
"*02lzn*","Theo Walcott","EVE/SOU","M,F","261","FA","SOU 0<br/>@WHU 3 F","43.34","-","-","-","-","22","3","17","11","11","0","298","14","11","0"
"*03eke*","Ayoze Perez","LEI","M,F","262","FA","TOT 4<br/>@LEI 2 F","43.08","-","-","-","-","25","2","23","13","15","2","361","10","13","0"
"*04o82*","Curtis Jones","LIV","M","263","FA","CRY 0<br/>@LIV 2 F","42.8","-","-","-","-","24","1","12","9","6","2","891","19","14","0"
"*02rmd*","Matt Phillips","WBA","M","264","FA","WBA 1<br/>@LEE 3 F","42.55","-","-","-","-","33","2","26","10","8","1","355","10","16","0"
"*05os4*","Rayan Ait-Nouri","WOL","D,M","265","ADB","MUN 2<br/>@WOL 1 F","42.46","-","-","-","-","21","1","14","6","16","1","540","15","5","2"
"*04qos*","Issa Diop","WHU","D","266","FA","SOU 0<br/>@WHU 3 F","42.46","-","-","-","-","18","2","1","2","14","3","479","22","24","4"
"*032ab*","Erik Pieters","BUR","D,M","267","FA","BUR 0<br/>@SHU 1 F","42.45","-","-","-","-","20","0","5","3","21","1","351","12","13","5"
"*03dxr*","Ashley Barnes","BUR","F","268","FA","BUR 0<br/>@SHU 1 F","42.45","-","-","-","-","22","3","20","13","6","4","188","5","61","0"
"*055c0*","Ben Osborn","SHU","M,F","269","FA","BUR 0<br/>@SHU 1 F","42.41","-","-","-","-","24","1","17","4","18","1","602","12","13","0"
"*02m7w*","David Luiz","ARS","D","270","FA","BHA 0<br/>@ARS 2 F","42.4","-","-","-","-","20","1","2","2","9","4","833","16","35","4"
"*03632*","Matej Vydra","BUR","F","271","FA","BUR 0<br/>@SHU 1 F","42.32","-","-","-","-","28","3","14","10","5","0","168","6","37","0"
"*02lv9*","James Milner","LIV","M","272","FA","CRY 0<br/>@LIV 2 F","42.19","-","-","-","-","26","0","13","3","19","3","734","14","24","1"
"*02lzx*","Scott Dann","CRY","D","273","FA","CRY 0<br/>@LIV 2 F","42.18","-","-","-","-","15","1","1","1","4","1","518","18","51","2"
"*03278*","Fernandinho","MCI","D,M","274","FA","EVE 0<br/>@MCI 5 F","42.13","-","-","-","-","21","0","14","3","17","6","884","23","30","0"
"*03aoj*","Nemanja Matic","MUN","M","276","FA","MUN 2<br/>@WOL 1 F","41.77","-","-","-","-","20","0","8","3","11","2","917","22","19","0"
"*05gcq*","Daniel Podence","WOL","M,F","277","FA","MUN 2<br/>@WOL 1 F","41.74","-","-","-","-","24","3","21","14","6","3","467","13","7","0"
"*037mo*","Willian","ARS","M,F","278","FA","BHA 0<br/>@ARS 2 F","41.7","-","-","-","-","25","1","32","3","7","0","593","8","9","0"
"*04u6l*","Andre Gomes","EVE","M","279","FA","EVE 0<br/>@MCI 5 F","41.65","-","-","-","-","28","0","15","3","23","3","746","10","20","0"
"*05oyq*","Said Benrahma","WHU","M,F","280","FA","SOU 0<br/>@WHU 3 F","41.65","-","-","-","-","30","1","27","12","15","0","397","8","3","0"
"*05o8k*","Fabio Silva","WOL","F","281","FA","MUN 2<br/>@WOL 1 F","41.63","-","-","-","-","32","4","11","17","4","2","235","4","34","0"
"*03vlm*","Anthony Martial","MUN","M,F","282","FA","MUN 2<br/>@WOL 1 F","41.63","-","-","-","-","22","4","17","21","1","3","406","1","17","0"
"*04yey*","Max Kilman","WOL","D","283","FA","MUN 2<br/>@WOL 1 F","41.4","-","-","-","-","18","0","5","2","14","4","655","19","20","5"
"*04gyz*","Jairo Riedewald","CRY","D,M","284","FA","CRY 0<br/>@LIV 2 F","41.19","-","-","-","-","33","2","12","2","15","4","539","29","12","0"
"*02m5m*","Ahmed El Mohamady","AVL","D","285","FA","CHE 1<br/>@AVL 2 F","41.11","-","-","-","-","14","0","13","1","13","2","367","17","18","6"
"*03m3q*","Ainsley Maitland-Niles","ARS/WBA","D,M","286","FA","WBA 1<br/>@LEE 3 F","40.86","-","-","-","-","26","0","6","4","17","2","504","31","8","1"
"*03pig*","Jamaal Lascelles","NEW","D","287","FA","NEW 2<br/>@FUL 0 F","40.75","-","-","-","-","19","2","3","3","7","4","498","12","47","3"
"*02m66*","Marcos Alonso","CHE","D,M","288","FA","CHE 1<br/>@AVL 2 F","40.68","-","-","-","-","13","2","15","10","3","2","419","12","23","1"
"*03yqz*","Joe Rodon","SWA/TOT","D","289","FA","TOT 4<br/>@LEI 2 F","39.62","-","-","-","-","12","0","0","0","9","0","378","21","22","5"
"*040ah*","Tom Davies","EVE","M","290","FA","EVE 0<br/>@MCI 5 F","39.53","-","-","-","-","25","0","6","0","18","3","566","34","11","0"
"*044ej*","Johann Gudmundsson","BUR","M","291","FA","BUR 0<br/>@SHU 1 F","39.47","-","-","-","-","22","2","9","8","11","2","348","17","19","0"
"*032f5*","Paul Dummett","NEW","D","292","FA","NEW 2<br/>@FUL 0 F","39.4","-","-","-","-","15","1","4","1","7","2","384","16","39","3"
"*0477h*","Grady Diangana","WBA","M","293","FA","WBA 1<br/>@LEE 3 F","39.35","-","-","-","-","20","1","5","4","19","0","256","16","23","0"
"*05o8o*","Jayden Bogle","SHU","D,M","294","FA","BUR 0<br/>@SHU 1 F","39.24","-","-","-","-","16","2","4","7","23","2","237","14","18","0"
"*04qfy*","Ricardo Pereira","LEI","D,M","296","FUG","TOT 4<br/>@LEI 2 F","38.5","-","-","-","-","15","0","10","4","22","3","357","15","11","3"
"*038ze*","Alex Iwobi","EVE","M,F","297","FA","EVE 0<br/>@MCI 5 F","38.5","-","-","-","-","30","1","16","3","10","0","494","16","3","0"
"*03yrr*","Mohamed Elneny","ARS","M","298","FA","BHA 0<br/>@ARS 2 F","38.44","-","-","-","-","23","1","4","3","6","3","940","24","8","0"
"*03p9z*","Tyler Roberts","LEE","M,F","299","FA","WBA 1<br/>@LEE 3 F","38.37","-","-","-","-","27","1","16","12","13","3","332","9","20","0"
"*05ra4*","Mbaye Diagne","WBA","F","300","FA","WBA 1<br/>@LEE 3 F","38.37","-","-","-","-","16","3","9","10","3","2","146","1","53","0"
"*02ygz*","Moussa Sissoko","TOT","M","301","FA","TOT 4<br/>@LEI 2 F","38.16","-","-","-","-","25","0","4","1","16","3","642","23","16","0"
"*051kd*","Jamal Lewis","NEW","D","302","FA","NEW 2<br/>@FUL 0 F","38.13","-","-","-","-","24","0","14","1","20","4","501","11","10","4"
"*04sau*","Fabian Balbuena","WHU","D","303","FA","SOU 0<br/>@WHU 3 F","38.03","-","-","-","-","14","1","0","2","12","4","362","25","21","4"
"*051l3*","Kean Bryan","SHU","D","304","FA","BUR 0<br/>@SHU 1 F","37.76","-","-","-","-","13","1","4","1","10","1","317","13","31","2"
"*04ug0*","Sean Longstaff","NEW","M","305","FA","NEW 2<br/>@FUL 0 F","37.53","-","-","-","-","22","0","12","5","14","2","455","19","11","0"
"*05os5*","Alex Telles","MUN","D","306","FA","MUN 2<br/>@WOL 1 F","37.5","-","-","-","-","9","0","12","1","7","0","389","16","17","2"
"*05gco*","Pablo Mari","ARS","D","307","FA","BHA 0<br/>@ARS 2 F","37.14","-","-","-","-","10","0","2","0","9","2","551","9","27","4"
"*04qrc*","Raul Jimenez","WOL","F","308","FA","MUN 2<br/>@WOL 1 F","36.86","-","-","-","-","10","4","5","10","2","0","205","8","15","0"
"*02t1j*","Calum Chambers","ARS","D","309","FA","BHA 0<br/>@ARS 2 F","36.84","-","-","-","-","10","0","11","0","3","0","402","10","20","4"
"*0574a*","Giovani Lo Celso","TOT","M","310","FA","TOT 4<br/>@LEI 2 F","36.7","-","-","-","-","18","1","15","6","22","5","464","7","14","0"
"*02m54*","Romaine Sawyers","WBA","M","311","FA","WBA 1<br/>@LEE 3 F","36.39","-","-","-","-","19","0","6","0","18","2","613","18","13","0"
"*02ope*","Olivier Giroud","CHE","F","312","FA","CHE 1<br/>@AVL 2 F","36.34","-","-","-","-","17","4","6","11","2","1","154","5","24","0"
"*0435s*","Joel Matip","LIV","D","313","FA","CRY 0<br/>@LIV 2 F","36.34","-","-","-","-","10","1","3","2","9","2","479","7","23","3"
"*05oji*","Rhys Williams","LIV","D","314","NIM","CRY 0<br/>@LIV 2 F","36.21","-","-","-","-","9","0","2","0","4","0","440","6","30","4"
"*04gyl*","Benjamin Mendy","MCI","D,M","315","FA","EVE 0<br/>@MCI 5 F","36.14","-","-","-","-","13","2","5","2","9","2","464","5","8","4"
"*02opl*","Jack Cork","BUR","M","316","FA","BUR 0<br/>@SHU 1 F","36.12","-","-","-","-","16","0","8","0","10","2","419","16","33","0"
"*02oq3*","Jay Rodriguez","BUR","F","317","FA","BUR 0<br/>@SHU 1 F","36.02","-","-","-","-","31","1","6","9","16","3","201","2","42","0"
"*05m46*","Luke Thomas","LEI","D,M","318","FA","TOT 4<br/>@LEI 2 F","35.96","-","-","-","-","14","1","7","3","14","2","290","17","20","0"
"*05n5p*","Mohammed Salisu","SOU","D","319","FA","SOU 0<br/>@WHU 3 F","35.9","-","-","-","-","12","0","2","1","21","1","288","17","21","0"
"*05746*","Emil Krafth","NEW","D","320","FA","NEW 2<br/>@FUL 0 F","35.69","-","-","-","-","16","1","6","3","8","4","341","15","26","3"
"*03r8t*","Matt Ritchie","NEW","D,M","322","FA","NEW 2<br/>@FUL 0 F","35.45","-","-","-","-","18","0","25","1","3","2","332","12","12","3"
"*02y6o*","Nathan Ake","MCI","D","323","MOV","EVE 0<br/>@MCI 5 F","35.4","-","-","-","-","10","1","1","1","5","4","699","9","24","3"
"*05rak*","Ozan Kabak","LIV","D","324","FA","CRY 0<br/>@LIV 2 F","35.23","-","-","-","-","9","0","1","0","10","3","518","12","26","3"
"*043by*","Nampalys Mendy","LEI","M","325","FA","TOT 4<br/>@LEI 2 F","35.15","-","-","-","-","23","0","5","2","17","5","885","14","8","0"
"*0522h*","Alexis Mac Allister","BHA","M,F","326","FA","BHA 0<br/>@ARS 2 F","34.84","-","-","-","-","21","1","15","3","12","1","320","9","8","0"
"*05g2n*","Takumi Minamino","LIV/SOU","M,F","327","FA","SOU 0<br/>@WHU 3 F","34.82","-","-","-","-","19","3","5","8","6","1","293","6","9","0"
"*04qrf*","Helder Costa","LEE","M,F","328","FA","WBA 1<br/>@LEE 3 F","34.55","-","-","-","-","22","3","8","6","11","0","232","3","4","0"
"*04tig*","Fabian Schar","NEW","D","329","FA","NEW 2<br/>@FUL 0 F","34.39","-","-","-","-","18","1","0","5","4","7","448","27","16","4"
"*045yy*","Arthur Masuaku","WHU","D,M","330","FA","SOU 0<br/>@WHU 3 F","33.76","-","-","-","-","12","0","11","2","12","2","396","8","9","2"
"*04k81*","Oliver Burke","SHU","M,F","331","FA","BUR 0<br/>@SHU 1 F","33.68","-","-","-","-","25","1","15","6","8","2","177","2","30","0"
"*05r8w*","Willian Jose","WOL","F","332","FA","MUN 2<br/>@WOL 1 F","33.67","-","-","-","-","17","1","12","7","1","0","242","1","26","0"
"*05r9b*","Martin Odegaard","ARS","M","333","ADB","BHA 0<br/>@ARS 2 F","33.62","-","-","-","-","14","1","20","3","3","0","451","2","3","0"
"*048xm*","Josh Maja","SUN/FUL","F","334","FA","NEW 2<br/>@FUL 0 F","33.48","-","-","-","-","15","3","7","8","4","0","153","4","12","0"
"*03mml*","Dele Alli","TOT","M,F","335","PMP","TOT 4<br/>@LEI 2 F","33.43","-","-","-","-","15","0","9","4","11","0","270","7","8","0"
"*0328o*","Robbie Brady","BUR","M","336","FA","BUR 0<br/>@SHU 1 F","33.39","-","-","-","-","19","1","7","5","15","3","243","9","19","0"
"*05os3*","Ibrahima Diallo","SOU","M","337","FA","SOU 0<br/>@WHU 3 F","33.24","-","-","-","-","22","0","9","1","16","3","500","10","10","0"
"*03hvn*","Javier Manquillo","NEW","D,M","338","FA","NEW 2<br/>@FUL 0 F","33.16","-","-","-","-","13","0","5","0","14","1","220","9","14","3"
"*02lun*","Sergio Aguero","MCI","F","339","PMP","EVE 0<br/>@MCI 5 F","33.1","-","-","-","-","12","4","7","12","1","0","138","2","2","0"
